chrom	start	end	q	TIL-others	#cpg	p(MWU)	p(2dks)	TIL	others	10	11	12	13	14	15	16	17	18	Gene/Repeat type	Region
chr16	72013893	72014240	7.7e-11	-0.371789	10	3.99e-14	1.24e-14	0.18613	0.55792	0.56715	0.186133333	0.539466667	10	-0.38102	-0.35333666700000005	chr16	72013450	72014450	DHODH	promoter
chr9	133130333	133131134	1.41e-07	-0.35525999999999996	13	2.3700000000000003e-11	4.9700000000000007e-11	0.22818000000000002	0.58344	0.42294871799999995	0.22817582399999997	0.9044102559999999	13	-0.19476871799999992	-0.6762302559999999	chr9	133129401	133130401	RALGDS	promoter
chr12	55935386	55936126	3.81e-23	-0.348298	35	4.33e-14	6.66e-28	0.40687	0.75517	0.687561905	0.40687301600000003	0.890390476	35	-0.280691905	-0.483520476	chr12	55935007	55936007	DGKA	promoter
chr12	55935386	55936126	3.81e-23	-0.348298	35	4.33e-14	6.66e-28	0.40687	0.75517	0.687561905	0.40687301600000003	0.890390476	35	-0.280691905	-0.483520476	chr12	55934833	55935833	DGKA	promoter
chr9	120921025	120927004	2.8399999999999997e-31	-0.34707899999999997	74	4.13e-14	1.6699999999999994e-36	0.17009000000000002	0.51717	0.374765766	0.170090734	0.801977477	74	-0.204675766	-0.631887477	chr9	120926796	120927796	TRAF1	promoter
chr12	9668880	9669692	8.31e-06	-0.345515	11	4.74e-08	5.27e-09	0.20808000000000001	0.5536	0.37012121200000003	0.208080808	0.920545455	11	-0.16204121200000002	-0.7124654549999999	chr12	9668712	9669712	CLEC2D	promoter
chr7	47760150	47760936	3.67e-06	-0.34465100000000004	10	1.09e-10	2.07e-09	0.20237	0.54702	0.580783333	0.202371429	0.4795	10	-0.37841333299999996	-0.27713000000000004	chr7	47760475	47761475	LINC00525	promoter
chr2	96142170	96144531	3.7299999999999995e-32	-0.344376	65	4.95e-14	1.87e-37	0.27554	0.61992	0.493846154	0.275540171	0.87205641	65	-0.21830615399999997	-0.59651641	chr2	96143059	96144059	ASTL	promoter
chr19	4379410	4380030	2.22e-06	-0.340752	17	4.44e-14	1.16e-09	0.19455999999999998	0.5353100000000001	0.40897058799999997	0.194562092	0.7879999999999999	17	-0.214410588	-0.59344	chr19	4378954	4379954	SH3GL1	promoter
chr3	112498112	112500382	8.04e-13	-0.338448	30	4.02e-14	8.29e-17	0.20997	0.5484100000000001	0.3792666670000001	0.209966667	0.8867111109999999	30	-0.16929666700000007	-0.6767411109999999	chr3	112499472	112500472	BTLA	promoter
chr3	112498112	112500382	8.04e-13	-0.338448	30	4.02e-14	8.29e-17	0.20997	0.5484100000000001	0.3792666670000001	0.209966667	0.8867111109999999	30	-0.16929666700000007	-0.6767411109999999	chr3	112499741	112500741	BTLA	promoter
chr3	112498112	112500382	8.04e-13	-0.338448	30	4.02e-14	8.29e-17	0.20997	0.5484100000000001	0.3792666670000001	0.209966667	0.8867111109999999	30	-0.16929666700000007	-0.6767411109999999	chr3	112499757	112500757	BTLA	promoter
chr18	79401117	79401547	4.59e-10	-0.337914	22	4.03e-14	8.76e-14	0.30046	0.63837	0.562530303	0.300459596	0.7900606059999999	22	-0.26207030299999995	-0.489600606	chr18	79400225	79401225	LOC107985163	promoter
chr14	93957278	93957727	2.2999999999999998e-11	-0.336321	9	4.2999999999999993e-14	3.29e-15	0.49158999999999997	0.82791	0.811296296	0.49159259299999997	0.861148148	9	-0.319706296	-0.369558148	chr14	93957047	93958047	ASB2	promoter
chr3	16301346	16302817	7.440000000000001e-11	-0.334494	18	4.31e-14	1.2e-14	0.29383000000000004	0.62833	0.5036018520000001	0.29383333300000003	0.877777778	18	-0.20977185200000004	-0.583947778	chr3	16301262	16302262	LOC107986065	promoter
chr5	180909059	180910080	1.5e-09	-0.33364299999999997	15	4.42e-14	3.2299999999999994e-13	0.29364	0.6272800000000001	0.5603444439999999	0.293638095	0.761155556	15	-0.26670444399999993	-0.467515556	chr5	180908781	180909781	BTNL8	promoter
chr5	180909059	180910080	1.5e-09	-0.33364299999999997	15	4.42e-14	3.2299999999999994e-13	0.29364	0.6272800000000001	0.5603444439999999	0.293638095	0.761155556	15	-0.26670444399999993	-0.467515556	chr5	180908563	180909563	BTNL8	promoter
chr10	103745728	103745996	2.71e-06	-0.3317	10	4.59e-14	1.46e-09	0.36946999999999997	0.70117	0.6042	0.369466667	0.8951	10	-0.23473	-0.52563	chr10	103745778	103746778	SH3PXD2A-AS1	promoter
chr12	630397	631489	6.24e-24	-0.33019299999999996	49	4.82e-14	9.82e-29	0.15067	0.48086	0.277765306	0.150666667	0.8870476190000001	49	-0.127095306	-0.7363776190000001	chr12	629890	630890	NINJ2-AS1	promoter
chr14	101823246	101824280	4.21e-11	-0.329106	24	4.33e-14	6.42e-15	0.18983	0.51894	0.326451389	0.18983333300000002	0.9039166670000001	24	-0.13662138899999998	-0.7140866670000001	chr14	101822652	101823652	PPP2R5C	promoter
chr14	101823246	101824280	4.21e-11	-0.329106	24	4.33e-14	6.42e-15	0.18983	0.51894	0.326451389	0.18983333300000002	0.9039166670000001	24	-0.13662138899999998	-0.7140866670000001	chr14	101822884	101823884	PPP2R5C	promoter
chr14	101823246	101824280	4.21e-11	-0.329106	24	4.33e-14	6.42e-15	0.18983	0.51894	0.326451389	0.18983333300000002	0.9039166670000001	24	-0.13662138899999998	-0.7140866670000001	chr14	101823196	101824196	LOC107984659	promoter
chr5	119353446	119354280	4.38e-06	-0.327384	10	9.709999999999999e-11	2.53e-09	0.28607	0.61346	0.46415	0.286071429	0.912066667	10	-0.17808000000000002	-0.6259966670000001	chr5	119353772	119354772	TNFAIP8	promoter
chr12	49748689	49750304	7.79e-15	-0.326355	26	4.62e-14	5.62e-19	0.35175	0.6781	0.5685576920000001	0.351747863	0.8971923079999999	26	-0.21680769200000005	-0.5454423079999999	chr12	49749624	49750624	TMBIM6	promoter
chr6	2900221	2900957	1.71e-09	-0.325612	19	4.61e-14	3.73e-13	0.29167	0.61728	0.574912281	0.291669173	0.702017544	19	-0.28324228100000004	-0.4103475440000001	chr6	2900621	2901621	SERPINB9	promoter
chr9	35649822	35651057	5.95e-15	-0.32521700000000003	38	4.66e-14	4.2e-19	0.15467	0.47989	0.30225438600000004	0.15466917300000002	0.835149123	38	-0.14758438600000004	-0.680479123	chr9	35650931	35651931	SIT1	promoter
chr2	239304078	239304696	4.3e-06	-0.324648	12	1.34e-13	2.48e-09	0.27510999999999997	0.5997600000000001	0.496125	0.275111111	0.8070277779999999	12	-0.22101500000000002	-0.531917778	chr2	239304461	239305461	MIR4269	promoter
chr22	20550687	20552270	6.96e-14	-0.324264	37	3.92e-14	5.96e-18	0.27959	0.6038600000000001	0.49942792799999997	0.279591592	0.812711712	37	-0.21983792800000002	-0.533121712	chr22	20550184	20551184	MED15	promoter
chr22	20550687	20552270	6.96e-14	-0.324264	37	3.92e-14	5.96e-18	0.27959	0.6038600000000001	0.49942792799999997	0.279591592	0.812711712	37	-0.21983792800000002	-0.533121712	chr22	20549885	20550885	MED15	promoter
chr6	109481272	109482453	3.0899999999999996e-12	-0.323173	27	4.4e-14	3.61e-16	0.29679	0.61997	0.568191358	0.296793651	0.7235185190000001	27	-0.271401358	-0.4267285190000001	chr6	109481564	109482564	LOC105377935	promoter
chr16	57003238	57005246	1.2100000000000002e-22	-0.321473	39	4.86e-14	2.29e-27	0.39678	0.71825	0.648333333	0.39677777799999997	0.85808547	39	-0.25155333299999993	-0.46130547	chr16	57002821	57003821	NLRC5	promoter
chr16	57003238	57005246	1.2100000000000002e-22	-0.321473	39	4.86e-14	2.29e-27	0.39678	0.71825	0.648333333	0.39677777799999997	0.85808547	39	-0.25155333299999993	-0.46130547	chr16	57003375	57004375	NLRC5	promoter
chr14	50823003	50823587	3.9300000000000004e-12	-0.316787	12	4.32e-14	4.71e-16	0.46103999999999995	0.77782	0.7239305559999999	0.46103703700000004	0.8856111109999999	12	-0.26289055599999994	-0.424571111	chr14	50823328	50824328	NIN	promoter
chr17	2069888	2071103	5.75e-14	-0.315278	26	4.53e-14	4.89e-18	0.27976	0.59504	0.448141026	0.279760684	0.888833333	26	-0.16838102600000002	-0.609073333	chr17	2069742	2070742	LOC107984988	promoter
chr1	37475423	37476614	1.7800000000000002e-13	-0.311422	35	4.51e-14	1.64e-17	0.14608	0.4575	0.29857619	0.14607619	0.775342857	35	-0.15249619000000006	-0.6292628570000001	chr1	37474443	37475443	LINC01137	promoter
chr3	48967051	48967535	2.51e-07	-0.307533	10	4.35e-14	9.53e-11	0.54869	0.8562200000000001	0.84005	0.548688889	0.888566667	10	-0.29135999999999995	-0.339876667	chr3	48966205	48967205	ARIH2	promoter
chr5	151141257	151142064	4.56e-07	-0.300656	20	1.1199999999999999e-13	1.88e-10	0.21861999999999998	0.51928	0.35250833299999995	0.21862142899999998	0.852816667	20	-0.13388833299999994	-0.6341966670000001	chr5	151141684	151142684	ANXA6	promoter
chr19	19597727	19599604	3.5e-19	-0.297561	42	4.51e-14	1.24e-23	0.21628000000000008	0.51384	0.340884921	0.21627513199999998	0.859738095	42	-0.12460492099999998	-0.643458095	chr19	19599368	19600368	PBX4	promoter
chr19	42122633	42123512	5.53e-06	-0.297229	16	4.53e-14	3.3e-09	0.25878	0.55601	0.42128125	0.258777778	0.8254583329999999	16	-0.16250125	-0.5666783329999999	chr19	42122788	42123788	POU2F2	promoter
chr19	42122633	42123512	5.53e-06	-0.297229	16	4.53e-14	3.3e-09	0.25878	0.55601	0.42128125	0.258777778	0.8254583329999999	16	-0.16250125	-0.5666783329999999	chr19	42122801	42123801	POU2F2	promoter
chr19	42122633	42123512	5.53e-06	-0.297229	16	4.53e-14	3.3e-09	0.25878	0.55601	0.42128125	0.258777778	0.8254583329999999	16	-0.16250125	-0.5666783329999999	chr19	42122807	42123807	POU2F2	promoter
chr9	114388485	114389617	1.94e-07	-0.29496	20	7.74e-12	7.120000000000001e-11	0.24413	0.53909	0.385033333	0.24412857100000002	0.8472	20	-0.14090333299999994	-0.60307	chr9	114387958	114388958	AKNA	promoter
chr9	114388485	114389617	1.94e-07	-0.29496	20	7.74e-12	7.120000000000001e-11	0.24413	0.53909	0.385033333	0.24412857100000002	0.8472	20	-0.14090333299999994	-0.60307	chr9	114387982	114388982	AKNA	promoter
chr11	118883571	118884415	5.01e-14	-0.293984	21	4.4e-14	4.22e-18	0.46862	0.76261	0.7577301590000001	0.468624339	0.7723650790000001	21	-0.2891101590000001	-0.3037450790000001	chr11	118882891	118883891	CXCR5	promoter
chr4	40201572	40205179	4.51e-17	-0.28982800000000003	58	3.92e-14	2.2200000000000002e-21	0.2281	0.51793	0.4194568970000001	0.228099617	0.7148678159999999	58	-0.19135689700000005	-0.486767816	chr4	40204236	40205236	RHOH	promoter
chr18	9116752	9117271	1.35e-06	-0.28875700000000004	16	1.32e-07	6.51e-10	0.22416999999999998	0.5129199999999999	0.36555208299999997	0.224166667	0.807666667	16	-0.14138208300000002	-0.583496667	chr18	9116280	9117280	NDUFV2	promoter
chr15	44664561	44664985	4.1799999999999996e-07	-0.28788	13	1.61e-11	1.6899999999999999e-10	0.38298000000000004	0.67086	0.537961538	0.382982906	0.936666667	13	-0.15498153799999995	-0.553686667	chr15	44663662	44664662	SPG11	promoter
chr15	44664561	44664985	4.1799999999999996e-07	-0.28788	13	1.61e-11	1.6899999999999999e-10	0.38298000000000004	0.67086	0.537961538	0.382982906	0.936666667	13	-0.15498153799999995	-0.553686667	chr15	44663678	44664678	SPG11	promoter
chr9	133421545	133422342	2.71e-06	-0.28771399999999997	19	4.21e-14	1.46e-09	0.28486	0.57258	0.571824561	0.284864662	0.574087719	19	-0.286964561	-0.289227719	chr9	133420999	133421999	ADAMTS13	promoter
chr9	133421545	133422342	2.71e-06	-0.28771399999999997	19	4.21e-14	1.46e-09	0.28486	0.57258	0.571824561	0.284864662	0.574087719	19	-0.286964561	-0.289227719	chr9	133421366	133422366	ADAMTS13	promoter
chr11	111539324	111539773	4.79e-06	-0.287492	7	1.1199999999999999e-13	2.8100000000000004e-09	0.57702	0.86451	0.836238095	0.577015873	0.9210476190000001	7	-0.25921809500000004	-0.3440276190000001	chr11	111539279	111540279	LAYN	promoter
chr11	111539324	111539773	4.79e-06	-0.287492	7	1.1199999999999999e-13	2.8100000000000004e-09	0.57702	0.86451	0.836238095	0.577015873	0.9210476190000001	7	-0.25921809500000004	-0.3440276190000001	chr11	111539507	111540507	LAYN	promoter
chr1	203764786	203766502	1.3e-08	-0.286493	30	4.07e-14	3.5299999999999997e-12	0.17393	0.46042	0.342127778	0.17392963	0.6970111109999999	30	-0.16819777800000002	-0.5230811109999999	chr1	203764131	203765131	LAX1	promoter
chr1	203764786	203766502	1.3e-08	-0.286493	30	4.07e-14	3.5299999999999997e-12	0.17393	0.46042	0.342127778	0.17392963	0.6970111109999999	30	-0.16819777800000002	-0.5230811109999999	chr1	203764182	203765182	LAX1	promoter
chr6	2901448	2902374	3.18e-12	-0.284102	28	4.71e-14	3.73e-16	0.14074	0.42483999999999994	0.34772023799999996	0.140735544	0.579071429	28	-0.206980238	-0.438331429	chr6	2900621	2901621	SERPINB9	promoter
chr1	224182168	224182456	7.14e-06	-0.282904	15	2.8000000000000003e-09	4.42e-09	0.27064	0.55355	0.382577778	0.270644444	0.895488889	15	-0.111937778	-0.624848889	chr1	224182239	224183239	DEGS1	promoter
chr17	32283965	32284178	1.96e-10	-0.282414	11	4.53e-14	3.5e-14	0.29548	0.5779	0.540727273	0.295484848	0.652242424	11	-0.245247273	-0.35676242399999997	chr17	32283727	32284727	RHBDL3	promoter
chr17	32283965	32284178	1.96e-10	-0.282414	11	4.53e-14	3.5e-14	0.29548	0.5779	0.540727273	0.295484848	0.652242424	11	-0.245247273	-0.35676242399999997	chr17	32283738	32284738	RHBDL3	promoter
chr10	84138608	84138945	3.36e-06	-0.27772199999999997	14	1.73e-13	1.88e-09	0.20942	0.48713999999999996	0.435095238	0.209420635	0.591238095	14	-0.225675238	-0.381818095	chr10	84138508	84139508	GHITM	promoter
chr17	77433242	77435781	9.87e-56	-0.27672399999999997	74	5.55e-14	1.9199999999999998e-45	0.47143	0.74816	0.692327027	0.471433934	0.85981982	74	-0.220897027	-0.38838982	chr17	77434473	77435473	LOC112268199	promoter
chr10	70601965	70603138	7.389999999999999e-08	-0.276688	26	2.3899999999999996e-11	2.4100000000000003e-11	0.24836	0.52505	0.35669230799999996	0.248363248	0.8617692309999999	26	-0.10833230799999996	-0.6134092309999999	chr10	70602741	70603741	PRF1	promoter
chr10	70601965	70603138	7.389999999999999e-08	-0.276688	26	2.3899999999999996e-11	2.4100000000000003e-11	0.24836	0.52505	0.35669230799999996	0.248363248	0.8617692309999999	26	-0.10833230799999996	-0.6134092309999999	chr10	70602788	70603788	PRF1	promoter
chr16	3065449	3068183	1.49e-19	-0.276175	70	4.22e-14	4.93e-24	0.2414	0.51758	0.398378571	0.241404167	0.755980952	70	-0.15697857099999998	-0.514580952	chr16	3064639	3065639	IL32	promoter
chr16	3065449	3068183	1.49e-19	-0.276175	70	4.22e-14	4.93e-24	0.2414	0.51758	0.398378571	0.241404167	0.755980952	70	-0.15697857099999998	-0.514580952	chr16	3064783	3065783	IL32	promoter
chr6	31571824	31572974	9.58e-11	-0.272563	30	3.67e-10	1.58e-14	0.19733	0.4699	0.327733333	0.197333333	0.754222222	30	-0.130403333	-0.556892222	chr6	31571288	31572288	LTA	promoter
chr6	31571824	31572974	9.58e-11	-0.272563	30	3.67e-10	1.58e-14	0.19733	0.4699	0.327733333	0.197333333	0.754222222	30	-0.130403333	-0.556892222	chr6	31572703	31573703	LOC100287329	promoter
chr6	31571824	31572974	9.58e-11	-0.272563	30	3.67e-10	1.58e-14	0.19733	0.4699	0.327733333	0.197333333	0.754222222	30	-0.130403333	-0.556892222	chr6	31571098	31572098	LTA	promoter
chr11	118341599	118343436	1.62e-07	-0.272226	28	7.08e-14	5.81e-11	0.19971	0.47193999999999997	0.33748214299999996	0.199710317	0.740845238	28	-0.13777214299999996	-0.5411352380000001	chr11	118342705	118343705	CD3D	promoter
chr11	118341599	118343436	1.62e-07	-0.272226	28	7.08e-14	5.81e-11	0.19971	0.47193999999999997	0.33748214299999996	0.199710317	0.740845238	28	-0.13777214299999996	-0.5411352380000001	chr11	118342744	118343744	CD3D	promoter
chr11	118341599	118343436	1.62e-07	-0.272226	28	7.08e-14	5.81e-11	0.19971	0.47193999999999997	0.33748214299999996	0.199710317	0.740845238	28	-0.13777214299999996	-0.5411352380000001	chr11	118343343	118344343	CD3G	promoter
chr11	118341599	118343436	1.62e-07	-0.272226	28	7.08e-14	5.81e-11	0.19971	0.47193999999999997	0.33748214299999996	0.199710317	0.740845238	28	-0.13777214299999996	-0.5411352380000001	chr11	118343352	118344352	CD3G	promoter
chr22	36158120	36159236	1.1100000000000001e-13	-0.269496	25	4.4e-14	9.93e-18	0.36229	0.63178	0.5021800000000001	0.362288889	0.8909933329999999	25	-0.13989000000000007	-0.5287033329999999	chr22	36157824	36158824	APOL3	promoter
chr11	118304691	118306428	2.06e-06	-0.269417	24	2.65e-12	1.06e-09	0.2114	0.48081999999999997	0.31152777800000003	0.211402778	0.8194027779999999	24	-0.10012777800000004	-0.6080027779999999	chr11	118303729	118304729	CD3E	promoter
chr18	2967439	2967733	8.49e-06	-0.267778	11	5.93e-10	5.41e-09	0.41893	0.68671	0.569409091	0.418929293	0.92130303	11	-0.150479091	-0.50237303	chr18	2966484	2967484	LOC105371963	promoter
chr11	77151766	77155099	2.22e-25	-0.26669299999999996	59	4.91e-14	2.8799999999999997e-30	0.33555999999999997	0.60225	0.516774011	0.335561205	0.773214689	59	-0.181214011	-0.437654689	chr11	77151629	77152629	MYO7A	promoter
chr2	49973946	49974374	7.439999999999999e-10	-0.265548	15	4.06e-14	1.5e-13	0.35202	0.61757	0.537166667	0.35202222200000005	0.778377778	15	-0.18514666700000004	-0.42635777799999997	chr2	49974203	49975203	NRXN1	promoter
chr19	52858114	52858416	1.62e-08	-0.264869	22	4.59e-14	4.51e-12	0.46818999999999994	0.73306	0.802166667	0.468191919	0.594848485	22	-0.3339766670000001	-0.12665848500000004	chr19	52857616	52858616	ZNF468	promoter
chr19	52858114	52858416	1.62e-08	-0.264869	22	4.59e-14	4.51e-12	0.46818999999999994	0.73306	0.802166667	0.468191919	0.594848485	22	-0.3339766670000001	-0.12665848500000004	chr19	52857619	52858619	ZNF468	promoter
chr5	119354856	119355542	3.2799999999999994e-09	-0.26348499999999997	21	6.44e-14	7.700000000000001e-13	0.30444	0.56792	0.445825397	0.304435374	0.8121111109999999	21	-0.14138539700000002	-0.5076711109999998	chr5	119355018	119356018	TNFAIP8	promoter
chr5	119354856	119355542	3.2799999999999994e-09	-0.26348499999999997	21	6.44e-14	7.700000000000001e-13	0.30444	0.56792	0.445825397	0.304435374	0.8121111109999999	21	-0.14138539700000002	-0.5076711109999998	chr5	119355340	119356340	LOC102723444	promoter
chr12	55928403	55929176	1.71e-06	-0.262916	25	1.4099999999999998e-13	8.569999999999998e-10	0.19763	0.46053999999999995	0.314006667	0.197626667	0.753613333	25	-0.11637666700000004	-0.555983333	chr12	55927894	55928894	PYM1	promoter
chr7	602493	602964	2.6e-09	-0.25844	26	4.43e-14	5.889999999999999e-13	0.22782	0.48626	0.414589744	0.227815934	0.629589744	26	-0.186769744	-0.401769744	chr7	602717	603717	PRKAR1B	promoter
chr7	602493	602964	2.6e-09	-0.25844	26	4.43e-14	5.889999999999999e-13	0.22782	0.48626	0.414589744	0.227815934	0.629589744	26	-0.186769744	-0.401769744	chr7	602397	603397	LOC101926963	promoter
chr7	602493	602964	2.6e-09	-0.25844	26	4.43e-14	5.889999999999999e-13	0.22782	0.48626	0.414589744	0.227815934	0.629589744	26	-0.186769744	-0.401769744	chr7	601844	602844	LOC101926963	promoter
chr17	39867227	39867922	2.55e-06	-0.257889	24	4.6e-14	1.35e-09	0.13422	0.39211	0.351118056	0.134222222	0.47409722200000004	24	-0.216898056	-0.33987722200000003	chr17	39867163	39868163	ZPBP2	promoter
chr17	39867227	39867922	2.55e-06	-0.257889	24	4.6e-14	1.35e-09	0.13422	0.39211	0.351118056	0.134222222	0.47409722200000004	24	-0.216898056	-0.33987722200000003	chr17	39867201	39868201	ZPBP2	promoter
chr14	104741789	104742223	2.19e-07	-0.256704	21	4.83e-14	8.179999999999999e-11	0.47107	0.72777	0.6523015870000001	0.471068783	0.8787142859999999	21	-0.18123158700000008	-0.4076442859999999	chr14	104741840	104742840	LOC107984670	promoter
chr17	83051015	83051128	5.560000000000001e-07	-0.252877	12	9.43e-14	2.37e-10	0.1359	0.38877	0.343569444	0.135895668	0.47918055600000004	12	-0.207669444	-0.3432805560000001	chr17	83050257	83051257	B3GNTL1	promoter
chr13	42990496	42991505	4.61e-06	-0.25206799999999996	18	4.59e-14	2.6899999999999996e-09	0.37634	0.62841	0.6336666670000001	0.376339506	0.6178888889999999	18	-0.2573266670000001	-0.241548889	chr13	42991177	42992177	EPSTI1	promoter
chr9	114502511	114504451	2.2599999999999997e-16	-0.250537	43	4.9000000000000006e-14	1.23e-20	0.35686	0.6074	0.675310078	0.356860465	0.471573643	43	-0.318450078	-0.11471364299999998	chr9	114503215	114504215	WHRN	promoter
chr1	24963078	24965245	2.35e-16	-0.245031	58	4.37e-14	1.29e-20	0.3693	0.61433	0.4881666670000001	0.3693026820000001	0.8666666670000001	58	-0.11886666700000005	-0.49736666700000004	chr1	24965010	24966010	RUNX3	promoter
chr1	24963078	24965245	2.35e-16	-0.245031	58	4.37e-14	1.29e-20	0.3693	0.61433	0.4881666670000001	0.3693026820000001	0.8666666670000001	58	-0.11886666700000005	-0.49736666700000004	chr1	24965158	24966158	RUNX3	promoter
chr20	64034726	64035976	4.82e-10	-0.244075	31	4.51e-14	9.32e-14	0.36945	0.61353	0.48882258100000003	0.36945161299999996	0.8629354840000001	31	-0.11937258100000005	-0.4934854840000001	chr20	64034210	64035210	C20orf204	promoter
chr19	10111200	10111939	3.37e-06	-0.243296	21	2.55e-12	1.88e-09	0.3139	0.5572	0.43211904799999995	0.313904762	0.8073650790000001	21	-0.11821904799999995	-0.4934650790000001	chr19	10110692	10111692	P2RY11	promoter
chr18	48800736	48802097	2.5e-06	-0.242023	19	4.04e-14	1.32e-09	0.5673600000000001	0.8093899999999999	0.773780702	0.5673625729999999	0.8805964909999999	19	-0.20642070199999998	-0.31323649099999984	chr18	48800468	48801468	LOC105372106	promoter
chr3	119558453	119559273	9.5e-10	-0.241538	13	4.39e-14	1.9699999999999997e-13	0.57595	0.8174899999999999	0.7885	0.5759487179999999	0.8754615379999999	13	-0.21255	-0.299511538	chr3	119558738	119559738	LOC107986118	promoter
chr11	67483484	67485315	8.71e-08	-0.24039000000000002	39	1.42e-10	2.8999999999999997e-11	0.13557	0.37596	0.235589744	0.135569801	0.656700855	39	-0.100019744	-0.521130855	chr11	67482515	67483515	AIP	promoter
chr16	88467564	88468039	3.07e-11	-0.239879	24	4.57e-14	4.570000000000001e-15	0.52244	0.76231	0.815333333	0.522435764	0.656277778	24	-0.29289333300000003	-0.13383777799999996	chr16	88467917	88468917	MIR5189	promoter
chr12	31723152	31723636	5.63e-06	-0.233675	13	3.56e-10	3.379999999999999e-09	0.4235	0.65717	0.546782051	0.423495726	0.877948718	13	-0.123282051	-0.454448718	chr12	31722499	31723499	LOC105369722	promoter
