chr18	13377908	13377910
chr14	33212043	33212045
chr18	13384040	13384042
chr10	17716416	17716418
chr2	213096167	213096169
chr1	180646764	180646766
chrX	29727967	29727969
chr10	17656287	17656289
chr18	13383398	13383400
chr10	17649081	17649083
chr10	17660729	17660731
chr22	39753460	39753462
chr7	8141480	8141482
chr7	55472998	55473000
chr12	56032399	56032401
chr13	19985105	19985107
chr10	62199988	62199990
chrX	49264426	49264428
chr10	88908248	88908250
chr11	120424344	120424346
chr5	134197149	134197151
chr2	213100614	213100616
chr6	43223318	43223320
chr15	85031801	85031803
chr1	180646735	180646737
chrX	49263994	49263996
chr14	59672700	59672702
chr1	116381297	116381299
chr10	6037635	6037637
chr2	203872215	203872217
chr7	16620112	16620114
chr6	149480236	149480238
chr3	183371239	183371241
chr2	171036682	171036684
chr15	59096642	59096644
chr10	119734770	119734772
chr16	71794292	71794294
chr6	149327865	149327867
chr12	48687497	48687499
chr1	6965779	6965781
chr18	13382895	13382897
chr10	17650995	17650997
chr1	12168952	12168954
chrX	49264013	49264015
chr2	213017253	213017255
chr13	71838678	71838680
chr14	68729194	68729196
chr3	119639473	119639475
chr13	32705035	32705037
chr6	43222954	43222956
chrX	49260825	49260827
chrX	6745276	6745278
chr2	213136771	213136773
chr6	137877821	137877823
chrX	124010193	124010195
chr2	85848726	85848728
chr5	108311814	108311816
chr2	213135638	213135640
chr1	200062358	200062360
chr7	8143980	8143982
chr10	17649902	17649904
chr9	136767143	136767145
chr10	17660560	17660562
chr1	12169150	12169152
chr18	63157348	63157350
chr15	52256913	52256915
chr12	56022829	56022831
chr8	125154128	125154130
chrX	49260812	49260814
chr5	148574384	148574386
chr10	17683217	17683219
chr14	68729237	68729239
chrX	49260091	49260093
chr20	49260141	49260143
chr13	46651428	46651430
chr10	17656031	17656033
chr7	8149011	8149013
chr21	14630545	14630547
chr2	112167180	112167182
chr2	213136042	213136044
chr10	17650860	17650862
chr22	20095678	20095680
chr10	17650605	17650607
chr12	12501117	12501119
chrX	49264198	49264200
chr6	43222795	43222797
chrX	49263991	49263993
chr17	32452807	32452809
chr20	8212620	8212622
chrX	49260815	49260817
chr1	6965611	6965613
chr6	38938109	38938111
chr6	149480248	149480250
chr4	112415721	112415723
chr7	8141462	8141464
chr22	39151644	39151646
chr5	55419972	55419974
chrX	24891103	24891105
chr1	12170463	12170465
chr16	23652136	23652138
chr18	13383411	13383413
chr2	203870846	203870848
chr21	31179876	31179878
chr10	119727120	119727122
chr18	13383665	13383667
chr16	13921161	13921163
chr2	213137389	213137391
chr6	56459101	56459103
chr2	213021468	213021470
chr12	56034195	56034197
chr2	213141046	213141048
chr12	56023033	56023035
chr18	44695740	44695742
chr22	19109392	19109394
chr2	213143392	213143394
chr18	13382637	13382639
chr20	62858843	62858845
chr20	5549538	5549540
chr1	7956669	7956671
chr13	75385552	75385554
chr17	14307666	14307668
chr6	158349830	158349832
chr1	40394745	40394747
chr2	197846337	197846339
chr10	17655059	17655061
chr2	213016756	213016758
chr1	12169035	12169037
chr12	56022947	56022949
chr15	92981631	92981633
chrX	49260766	49260768
chr10	17656279	17656281
chr6	166542127	166542129
chr18	13380560	13380562
chr3	11373161	11373163
chr3	12560899	12560901
chr10	17673219	17673221
chr11	119253345	119253347
chr14	63911353	63911355
chr1	6965776	6965778
chr10	26702137	26702139
chr1	205806781	205806783
chr18	13384078	13384080
chr6	43223913	43223915
chr18	13382884	13382886
chr2	213141106	213141108
chr10	88908729	88908731
chr15	41399811	41399813
chr9	94982700	94982702
chrX	49263823	49263825
chr18	55515612	55515614
chr1	43769632	43769634
chr2	213017040	213017042
chr3	4366543	4366545
chr2	203870698	203870700
chr2	213144072	213144074
chr10	32308758	32308760
chr10	119727086	119727088
chr3	155693192	155693194
chr17	15712113	15712115
chr6	38938703	38938705
chr3	114325448	114325450
chr17	82322157	82322159
chr9	137096453	137096455
chr8	99656845	99656847
chr4	102037499	102037501
chr2	213115751	213115753
chr3	195184439	195184441
chr10	14889190	14889192
chr7	69790647	69790649
chr7	28174605	28174607
chr1	40379583	40379585
chr3	12627428	12627430
chr6	149480722	149480724
chr9	136767155	136767157
chr13	75320895	75320897
chr6	149480666	149480668
chr6	149480691	149480693
chr3	134143690	134143692
chr8	94682332	94682334
chr10	17651050	17651052
chr2	54985189	54985191
chr12	56031671	56031673
chr10	14550362	14550364
chr6	20407421	20407423
chr18	13383527	13383529
chr12	4813163	4813165
chr22	39151659	39151661
chr4	13625647	13625649
chr3	134703090	134703092
chr15	66402153	66402155
chr4	85566514	85566516
chrX	11762687	11762689
chr2	213141335	213141337
chrX	49260659	49260661
chr9	98357119	98357121
chr2	213124250	213124252
chr13	75308047	75308049
chr2	213128969	213128971
chr10	32341496	32341498
chr10	17651107	17651109
chr5	59397170	59397172
chr3	114297678	114297680
chr14	64483071	64483073
chr13	40611124	40611126
chr10	32342748	32342750
chr1	12170722	12170724
chr12	56025107	56025109
chr2	213017031	213017033
chr18	31032596	31032598
chr2	213143789	213143791
chr10	17660664	17660666
chr21	31160085	31160087
chr2	201406119	201406121
chr6	83908121	83908123
chr9	94982267	94982269
chr6	137877844	137877846
chr14	102220064	102220066
chr12	56034200	56034202
chr21	31178454	31178456
chr15	52257050	52257052
chr5	148574388	148574390
chr22	39151810	39151812
chr2	213136004	213136006
chr6	131265961	131265963
chr4	3091609	3091611
chr5	87282945	87282947
chr5	180814196	180814198
chr6	16434569	16434571
chr16	72000049	72000051
chr8	20280748	20280750
chr6	38938087	38938089
chr11	13440234	13440236
chr2	213135980	213135982
chrX	49263477	49263479
chr9	109098190	109098192
chr21	31175378	31175380
chr7	137921184	137921186
chr6	36865996	36865998
chr9	98178084	98178086
chr5	754623	754625
chr10	6040284	6040286
chr10	6060237	6060239
chr11	13440353	13440355
chr10	17656976	17656978
chr10	17647052	17647054
chrX	49259391	49259393
chr6	62136442	62136444
chr10	35011703	35011705
chr1	12168812	12168814
chr10	6059827	6059829
chr2	213107424	213107426
chr12	56023093	56023095
chr3	155693190	155693192
chr9	127911183	127911185
chr12	56022884	56022886
chr1	9768435	9768437
chr6	43223313	43223315
chr10	119727507	119727509
chr6	131265783	131265785
chr2	223937311	223937313
chr12	62309386	62309388
chrX	124554950	124554952
chr3	195760639	195760641
chr16	56826993	56826995
chr6	166541754	166541756
chr10	6060232	6060234
chr1	12170863	12170865
chr5	75525867	75525869
chr17	46068284	46068286
chr1	12175000	12175002
chr12	56022943	56022945
chr17	57486021	57486023
chr4	68452223	68452225
chr3	66469504	66469506
chr10	7944008	7944010
chr1	26056120	26056122
chr1	12170768	12170770
chr6	166541757	166541759
chr7	8141366	8141368
chr1	12169005	12169007
chr2	203870634	203870636
chr14	20989316	20989318
chr12	12456621	12456623
chr12	12617052	12617054
chr12	56022988	56022990
chr13	46640735	46640737
chr9	111908428	111908430
chr10	32328750	32328752
chr1	40394742	40394744
chr12	102197544	102197546
chrX	49258747	49258749
chr11	122687467	122687469
chr16	11795978	11795980
chr7	102814401	102814403
chr1	12169533	12169535
chr19	52645324	52645326
chr2	213136002	213136004
chr17	16166962	16166964
chr10	91929315	91929317
chrX	130886285	130886287
chr6	156866834	156866836
chr18	13382911	13382913
chr12	135060	135062
chr2	28033105	28033107
chr5	180909351	180909353
chr9	136767164	136767166
chr2	106107861	106107863
chr20	46561719	46561721
chr22	39151682	39151683
chr5	75678099	75678101
chr5	148574386	148574388
chr2	203874345	203874347
chr11	64900551	64900553
chr6	149480103	149480105
chr6	38938104	38938106
chr22	39151681	39151682
chr6	166541666	166541668
chr8	143321470	143321472
chr6	149480603	149480605
chr6	158815114	158815116
chr6	156855235	156855237
chr2	213101666	213101668
chr2	55186991	55186993
chr7	123526006	123526008
chr12	56031766	56031768
chr8	28481060	28481062
chr14	32079044	32079046
chr3	9451256	9451258
chr6	157068511	157068513
chr2	213136034	213136036
chr10	119726777	119726779
chr17	57463193	57463195
chrX	49260802	49260804
chr3	114325454	114325456
chr8	103442671	103442673
chr6	149480017	149480019
chr12	56023040	56023042
chr18	13382627	13382629
chr13	75300350	75300352
chr2	213134189	213134191
chr20	8212635	8212637
chr7	583463	583465
chr1	154418546	154418548
chrX	49264174	49264176
chr6	43222819	43222821
chr6	149478344	149478346
chr15	99271565	99271567
chr2	105839562	105839564
chr13	42057538	42057540
chr8	125154119	125154121
chr12	12482995	12482997
chr6	56459194	56459196
chr3	29282670	29282672
chr4	98282860	98282862
chr10	17684153	17684155
chr10	17656562	17656564
chr3	114295529	114295531
chr4	119051333	119051335
chr21	31175406	31175408
chr3	71705624	71705626
chr9	122940566	122940568
chr1	12127790	12127792
chrX	118561394	118561396
chr2	161312739	161312741
chr4	88381326	88381328
chr2	88625579	88625581
chr12	62257641	62257643
chr7	8141498	8141500
chr4	145939781	145939783
chrX	49280098	49280100
chr6	143441710	143441712
chrX	49263919	49263921
chr1	6965877	6965879
chr3	32996834	32996836
chr16	56827038	56827040
chr5	75112175	75112177
chr12	12496894	12496896
chr6	166541674	166541676
chr7	8144186	8144188
chr15	94247859	94247861
chrX	49263493	49263495
chr6	166541740	166541742
chr12	56022899	56022901
chrX	49260785	49260787
chr3	196563727	196563729
chr3	16371009	16371011
chr18	13384510	13384512
chr3	71491077	71491079
chr18	49804215	49804217
chr7	8143095	8143097
chr7	55473031	55473033
chr13	42056894	42056896
chr10	32342825	32342827
chr10	62237882	62237884
chr11	19854636	19854638
chr6	137879381	137879383
chr3	101762488	101762490
chr8	78521861	78521863
chr9	37126383	37126385
chr15	92958448	92958450
chr22	41174711	41174713
chr11	102324580	102324582
chr20	2119242	2119244
chr9	71762006	71762008
chr6	43221992	43221994
chrX	49258557	49258559
chr11	120424537	120424539
chr5	75112234	75112236
chr10	17666456	17666458
chr16	11794992	11794994
chr5	87284103	87284105
chr6	43222789	43222791
chr2	213137370	213137372
chr2	198005626	198005628
chr7	7972021	7972023
chr5	148399296	148399298
chr14	102220054	102220056
chr2	28276135	28276137
chr6	398771	398773
chr6	56459197	56459199
chr11	102324793	102324795
chr12	56022959	56022961
chr4	48564298	48564300
chr20	31542648	31542650
chr3	60189716	60189718
chr6	12074978	12074980
chr10	48578575	48578577
chrX	21883214	21883216
chr6	42748202	42748204
chr18	13437082	13437084
chr16	15625050	15625052
chr3	71705601	71705603
chr10	6060626	6060628
chr12	56023077	56023079
chr10	8073639	8073641
chr9	137096455	137096457
chr11	120431618	120431620
chr2	9478006	9478008
chr6	149480046	149480048
chr19	49564890	49564892
chr8	115494863	115494865
chr2	42223475	42223477
chr21	31178344	31178346
chr12	12502931	12502933
chr15	58595234	58595236
chr1	149979941	149979943
chr4	83504716	83504718
chr1	6965881	6965883
chr1	180646723	180646725
chr13	45162979	45162981
chr6	154452585	154452587
chrX	49259339	49259341
chr13	77190277	77190279
chr10	114830332	114830334
chr1	154137900	154137902
chr11	119051468	119051470
chr6	106612923	106612925
chr7	8144336	8144338
chr10	17656965	17656967
chr7	105874348	105874350
chr11	13440289	13440291
chr12	130458732	130458734
chr10	17671667	17671669
chr4	48500159	48500161
chr1	24935787	24935789
chr22	39151672	39151674
chr10	14889536	14889538
chr5	10283890	10283892
chr6	56458362	56458364
chr5	87282955	87282957
chr7	8143671	8143673
chr3	183366639	183366641
chr17	66767357	66767359
chr13	75316973	75316975
chr10	6047926	6047928
chr12	12617230	12617232
chrX	48916126	48916128
chr6	104855702	104855704
chr10	43166725	43166727
chr7	70773295	70773297
chr17	57498516	57498518
chrX	49260414	49260416
chr1	51714471	51714473
chr12	53290726	53290728
chr2	58146894	58146896
chr10	6037684	6037686
chr13	46651584	46651586
chr17	40625310	40625312
chr15	59141028	59141030
chrX	49260874	49260876
chr16	11675834	11675836
chrX	77682942	77682944
chr3	114309380	114309382
chr4	15016674	15016676
chr10	74901256	74901258
chr3	29283284	29283286
chr15	59096676	59096678
chr10	7570451	7570453
chr8	1476770	1476772
chr3	195182701	195182703
chr2	213141628	213141630
chr5	151085956	151085958
chr13	30459531	30459533
chr9	98094038	98094040
chr6	35636208	35636210
chr9	110488042	110488044
chr21	31178330	31178332
chr10	17659978	17659980
chr18	13375832	13375834
chr13	75314423	75314425
chr3	190586137	190586139
chr1	154418621	154418623
chr2	47141587	47141589
chr6	42340031	42340033
chr12	56023152	56023154
chr17	59366862	59366864
chr2	106106881	106106883
chr1	67700761	67700763
chr3	2238874	2238876
chr17	59361470	59361472
chr4	165233304	165233306
chr22	46941718	46941720
chr16	11794326	11794328
chr12	123119922	123119924
chr6	38938085	38938087
chr1	6965606	6965608
chr13	27151842	27151844
chr2	213127089	213127091
chr7	157347613	157347615
chr2	213142610	213142612
chr2	213144199	213144201
chr8	97798928	97798930
chr3	114297260	114297262
chr6	166542125	166542127
chr3	190586111	190586113
chr2	213126818	213126820
chr1	245361122	245361124
chr1	26056272	26056274
chr14	64935724	64935726
chrX	49263681	49263683
chr19	54977236	54977238
chr16	11795986	11795988
chr2	174410317	174410319
chr1	58109050	58109052
chr3	67001947	67001949
chr16	50172673	50172675
chr2	73988212	73988214
chr10	17646467	17646469
chrX	49260833	49260835
chr6	126003035	126003037
chr16	11792931	11792933
chr11	64900587	64900589
chr9	137096461	137096463
chr2	69406595	69406597
chr10	17684346	17684348
chr3	12627612	12627614
chr14	99193284	99193286
chr6	38938890	38938892
chr8	133047997	133047999
chr12	102044627	102044629
chr16	90004467	90004469
chr2	213134400	213134402
chr9	77746790	77746792
chr7	7719654	7719656
chr2	106156588	106156590
chr2	213137217	213137219
chr20	36998859	36998861
chr16	11792618	11792620
chr3	114134142	114134144
chr6	43222977	43222979
chrX	31201197	31201199
chr12	56023044	56023046
chr12	64660868	64660870
chr2	213142301	213142303
chr10	17646394	17646396
chr6	154241445	154241447
chr6	149480675	149480677
chr6	149478954	149478956
chrX	44914346	44914348
chr22	41939016	41939018
chr7	90459631	90459633
chr9	116691758	116691760
chr14	45114286	45114288
chr18	13383363	13383365
chr7	7971443	7971445
chr11	119253175	119253177
chr10	23715789	23715791
chr13	75316993	75316995
chrX	49259210	49259212
chr5	40578769	40578771
chr6	148833888	148833890
chr5	108311881	108311883
chr10	201784	201786
chr6	156862783	156862785
chr14	68709222	68709224
chr6	56459089	56459091
chr2	171737787	171737789
chr3	29283050	29283052
chr1	156198783	156198785
chr12	56023178	56023180
chr6	43222301	43222303
chr12	5723616	5723618
chr1	28450730	28450732
chr9	98094034	98094036
chr1	24935658	24935660
chr14	92012493	92012495
chr12	56025087	56025089
chr14	35061850	35061852
chr12	68631413	68631415
chr10	62240102	62240104
chr7	55473150	55473152
chr12	12456539	12456541
chr15	63141304	63141306
chr8	134581284	134581286
chr2	39099806	39099808
chr2	213136009	213136011
chr1	107792372	107792374
chr7	93222131	93222133
chr11	102691968	102691970
chr17	62008682	62008684
chr21	31185257	31185259
chr15	64629725	64629727
chr12	8612488	8612490
chr1	172397341	172397343
chr10	119727503	119727505
chr12	12489278	12489280
chr1	12203755	12203757
chr5	40585842	40585844
chr10	17673174	17673176
chr6	111172749	111172751
chr13	98559301	98559303
chr21	31178338	31178340
chr12	56023097	56023099
chr11	102325344	102325346
chr10	13773169	13773171
chr9	137096440	137096442
chr2	213141688	213141690
chr10	23441734	23441736
chr7	8140713	8140715
chr1	91877586	91877588
chr1	234237707	234237709
chr5	126812194	126812196
chr17	18780308	18780310
chr8	116713248	116713250
chr16	87491205	87491207
chrX	77672087	77672089
chr11	74393641	74393643
chr11	58587702	58587704
chr2	203873772	203873774
chr2	42777300	42777302
chr16	12040248	12040250
chr6	149474243	149474245
chr1	54400198	54400200
chr17	1873753	1873755
chr12	123475476	123475478
chr3	122786818	122786820
chr10	27079394	27079396
chr4	3335024	3335026
chr6	137879501	137879503
chr12	12482958	12482960
chr16	11794390	11794392
chr8	29343443	29343445
chr12	55824867	55824869
chr3	17964949	17964951
chrX	49249230	49249232
chr6	42814258	42814260
chr11	77709536	77709538
chr6	32835226	32835228
chr19	5974887	5974889
chr10	50322351	50322353
chr12	12560304	12560306
chr6	43223349	43223351
chr19	46958844	46958846
chr18	55515741	55515743
chr16	47481678	47481680
chr15	58595403	58595405
chr1	1877025	1877027
chr15	28238471	28238473
chrX	49264085	49264087
chr7	129008597	129008599
chr15	85031944	85031946
chr2	9596408	9596410
chr9	98094022	98094024
chr11	110159905	110159907
chr18	74950934	74950936
chr1	245513419	245513421
chr1	226961205	226961207
chr6	154241191	154241193
chr11	102324564	102324566
chr5	72902607	72902609
chr6	24345031	24345033
chr3	152318311	152318313
chr12	66410117	66410119
chr14	102220079	102220081
chr2	134170255	134170257
chr2	27391877	27391879
chr1	21680878	21680880
chr10	102621495	102621497
chr1	167652689	167652691
chr10	17666942	17666944
chr2	210431059	210431061
chr16	29915720	29915722
chr6	166942585	166942587
chr10	17657088	17657090
chr5	94847487	94847489
chr6	149480689	149480691
chrX	136500853	136500855
chr8	130066100	130066102
chr20	3915879	3915881
chr7	1827797	1827799
chr3	16370985	16370987
chr18	13375822	13375824
chr5	138134841	138134843
chr3	174107065	174107067
chr3	58168448	58168450
chr12	57234814	57234816
chr1	24935769	24935771
chrX	124329662	124329664
chr8	133047320	133047322
chr18	2683465	2683467
chr6	43222490	43222492
chr8	125227449	125227451
chr2	106148071	106148073
chr5	59916543	59916545
chr8	86442083	86442085
chr6	149477651	149477653
chr8	123058364	123058366
chrX	46576633	46576635
chr15	33040766	33040768
chr2	213019410	213019412
chr1	40378276	40378278
chr10	316247	316249
chr10	35209269	35209271
chr10	6055041	6055043
chr17	80741041	80741043
chr7	8143123	8143125
chr6	36865935	36865937
chr16	18898670	18898672
chr22	31174095	31174097
chr14	77120102	77120104
chr11	48009320	48009322
chr21	31172621	31172623
chr10	17668771	17668773
chr16	87978175	87978177
chr16	11795926	11795928
chr1	185152004	185152006
chr1	246117946	246117948
chr1	229542291	229542293
chr1	12170451	12170453
chr12	102197498	102197500
chr11	64900547	64900549
chr12	55824895	55824897
chr5	76472757	76472759
chr20	32289732	32289734
chr16	11795528	11795530
chr9	98356769	98356771
chr6	149322161	149322163
chr2	213124246	213124248
chr2	42290080	42290082
chr16	15635191	15635193
chr2	213134166	213134168
chr6	43223304	43223306
chr2	191684501	191684503
chr5	139611871	139611873
chr6	11219320	11219322
chr2	213127001	213127003
chr11	102324612	102324614
chr3	114333031	114333033
chr6	166542122	166542124
chr11	122693998	122694000
chr9	94982868	94982870
chr16	27410377	27410379
chr7	105187424	105187426
chr17	51267640	51267642
chr15	92981541	92981543
chr13	75300133	75300135
chr10	60260311	60260313
chr3	183371489	183371491
chr4	2551759	2551761
chr4	185238521	185238523
chr7	55473178	55473180
chr4	55618452	55618454
chr11	18529266	18529268
chr1	12175052	12175054
chr9	120916459	120916461
chr13	114033505	114033507
chr6	148833895	148833897
chr18	46222159	46222161
chr3	136826572	136826574
chr6	16472140	16472142
chr2	213132353	213132355
chr10	17656896	17656898
chr1	12169539	12169541
chr17	82321934	82321936
chr1	40187571	40187573
chr20	51702364	51702366
chr19	43776649	43776651
chr3	67002012	67002014
chr12	56040993	56040995
chrX	49280066	49280068
chr11	104897823	104897825
chr12	56032518	56032520
chr8	122783622	122783624
chr6	154241159	154241161
chr12	12528812	12528814
chr15	61856406	61856408
chr18	13375185	13375187
chr12	47860756	47860758
chr9	111908442	111908444
chr4	48564136	48564138
chr2	69554725	69554727
chr15	78458032	78458034
chr18	13376162	13376164
chr1	182602444	182602446
chr4	142265541	142265543
chr17	82322171	82322173
chr7	72321325	72321327
chr10	92267784	92267786
chr1	107826832	107826834
chr10	17660755	17660757
chr16	29915686	29915688
chr1	12203885	12203887
chr12	39575283	39575285
chr6	143136948	143136950
chr4	82433717	82433719
chr12	56041165	56041167
chr11	102324662	102324664
chr8	100924810	100924812
chr10	17645215	17645217
chr15	58709465	58709467
chr10	17676192	17676194
chr18	46229439	46229441
chr16	87491259	87491261
chr19	2000247	2000249
chr7	8135094	8135096
chr9	109417226	109417228
chr12	56022923	56022925
chr7	82060051	82060053
chr3	70983197	70983199
chr12	56023049	56023051
chr2	174410199	174410201
chr5	79439630	79439632
chr7	8141380	8141382
chr8	13217629	13217631
chr5	180909325	180909327
chr8	42011534	42011536
chr3	171277545	171277547
chr2	203870683	203870685
chr16	87490835	87490837
chr14	102871553	102871555
chr10	17683247	17683249
chr7	96692400	96692402
chr7	8141787	8141789
chr6	137879331	137879333
chrX	48915192	48915194
chr2	207547344	207547346
chr10	17661555	17661557
chrX	49260794	49260796
chr1	107796361	107796363
chr4	6819513	6819515
chr22	41174677	41174679
chr9	120917292	120917294
chr2	172494986	172494988
chr10	17667188	17667190
chr21	31191001	31191003
chr15	67175092	67175094
chr13	42056948	42056950
chr12	50210465	50210467
chr9	129860943	129860945
chr16	11795878	11795880
chr4	151195836	151195838
chr5	75051037	75051039
chr5	65677649	65677651
chr8	125110728	125110730
chr13	35626820	35626822
chr17	14307866	14307868
chr2	213107818	213107820
chr14	56131973	56131975
chr6	149356534	149356536
chr7	8140662	8140664
chr6	149479951	149479953
chr5	122852243	122852245
chr2	213124516	213124518
chrX	49260420	49260422
chr8	105579804	105579806
chr3	9286598	9286600
chr8	70179753	70179755
chr13	19961336	19961338
chr16	936099	936101
chr4	40909830	40909832
chr5	14706147	14706149
chr1	40378267	40378269
chr10	88902001	88902003
chr18	49804206	49804208
chr3	190587311	190587313
chr21	31162184	31162186
chr5	151086187	151086189
chr3	188165658	188165660
chr7	75998685	75998687
chr3	189684462	189684464
chr4	75666676	75666678
chr4	165233151	165233153
chr10	110251313	110251315
chr8	116707860	116707862
chr15	32452390	32452392
chr3	195183054	195183056
chr1	180646746	180646748
chr2	178991110	178991112
chr17	4132747	4132749
chr17	1873848	1873850
chr17	59361212	59361214
chr12	57708869	57708871
chr15	74923652	74923654
chrX	49260879	49260881
chr8	23449148	23449150
chr6	149480489	149480491
chr16	4833703	4833705
chr16	87487623	87487625
chr3	114325798	114325800
chr16	87487368	87487370
chr2	64115028	64115030
chr8	38804017	38804019
chr1	107826754	107826756
chr3	114310735	114310737
chr1	12169120	12169122
chr2	213133073	213133075
chr6	149473675	149473677
chrX	49264776	49264778
chr15	92920381	92920383
chr16	29915870	29915872
chr11	92752459	92752461
chr9	69169288	69169290
chr11	40126162	40126164
chr18	23572204	23572206
chr3	149204804	149204806
chr10	72089721	72089723
chr10	8071225	8071227
chrX	148512429	148512431
chr16	46826859	46826861
chr22	41938615	41938617
chr4	105643213	105643215
chr6	158342459	158342461
chr19	500989	500991
chr2	17913344	17913346
chr1	24935797	24935799
chr6	56459076	56459078
chr2	213124226	213124228
chr1	246477395	246477397
chr14	63725532	63725534
chr16	87487617	87487619
chr12	1950355	1950357
chr12	57234802	57234804
chr5	75112150	75112152
chr4	141659831	141659833
chr18	62585969	62585971
chr1	89865624	89865626
chr9	122826211	122826213
chr8	107307579	107307581
chr2	213133622	213133624
chr12	123120220	123120222
chr8	123272253	123272255
chr16	11795537	11795539
chr1	12171424	12171426
chrX	38029756	38029758
chr3	71461471	71461473
chr13	75385543	75385545
chr3	114325820	114325822
chr13	46651554	46651556
