chrom	start	end	Average delta rank	Minimum delta rank	Mono-B_cell	Mono-Naive CD4 T	Mono-NK	Mono-Naive CD8 T	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2	(Minimum delta rank+Average delta rank)/2
chr1	927949	927951	19	16	0.2623333333333332	0.2666666666666666	0.30299999999999994	0.15566666666666662	0.15566666666666662	0.30299999999999994	0.2469166666666666	0.2012916666666666	17.5
chr1	925796	925798	17	22	0.29999999999999993	0.16766666666666669	0.13433333333333336	0.38616666666666666	0.13433333333333336	0.38616666666666666	0.24704166666666666	0.1906875	19.5
chr1	929034	929036	5	34	0.15416666666666673	0.4191666666666667	0.4865	0.1135	0.1135	0.4865	0.2933333333333333	0.20341666666666663	19.5
chr1	936165	936167	15	24	0.2730000000000001	0.4323333333333334	0.15633333333333338	0.13266666666666665	0.13266666666666665	0.4323333333333334	0.24858333333333335	0.190625	19.5
chr1	935270	935272	27	13	0.16166666666666665	0.21100000000000002	0.18566666666666665	0.3296666666666668	0.16166666666666665	0.3296666666666668	0.22200000000000006	0.19183333333333336	20.0
chr1	935185	935187	21	20	0.24	0.31066666666666665	0.13733333333333336	0.2873333333333333	0.13733333333333336	0.31066666666666665	0.2438333333333333	0.19058333333333333	20.5
chr1	939846	939848	33	10	0.21900000000000008	0.18433333333333327	0.17466666666666664	0.2643333333333333	0.17466666666666664	0.2643333333333333	0.21058333333333332	0.192625	21.5
chr1	939964	939966	8	38	0.10866666666666662	0.4600000000000001	0.09966666666666668	0.461	0.09966666666666668	0.461	0.2823333333333333	0.191	23.0
chr1	935811	935813	23	25	0.12633333333333335	0.1746666666666667	0.21833333333333327	0.4053333333333334	0.12633333333333335	0.4053333333333334	0.2311666666666667	0.17875000000000002	24.0
chr1	935218	935220	34	15	0.2636666666666666	0.206	0.19766666666666668	0.15733333333333335	0.15733333333333335	0.2636666666666666	0.20616666666666664	0.18175	24.5
chr1	925832	925834	31	19	0.3726666666666667	0.16649999999999998	0.17866666666666667	0.13766666666666666	0.13766666666666666	0.3726666666666667	0.213875	0.17577083333333332	25.0
chr1	940088	940090	29	23	0.22233333333333333	0.21100000000000002	0.3055	0.134	0.134	0.3055	0.21820833333333334	0.17610416666666667	26.0
chr1	929280	929282	24	37	0.10099999999999998	0.3566666666666667	0.30366666666666675	0.14766666666666672	0.10099999999999998	0.3566666666666667	0.22725000000000006	0.16412500000000002	30.5
chr1	935505	935507	13	49	0.4456666666666667	0.2063333333333333	0.08099999999999999	0.2783333333333333	0.08099999999999999	0.4456666666666667	0.2528333333333333	0.16691666666666666	31.0
chr1	935238	935240	41	30	0.1826666666666666	0.123	0.11699999999999988	0.3653333333333333	0.11699999999999988	0.3653333333333333	0.19699999999999995	0.15699999999999992	35.5
chr1	927421	927423	22	51	0.07533333333333325	0.2356666666666665	0.3879999999999999	0.254	0.07533333333333325	0.3879999999999999	0.23824999999999996	0.1567916666666666	36.5
chr1	935542	935544	46	29	0.11700000000000005	0.2930000000000001	0.17800000000000002	0.18666666666666665	0.11700000000000005	0.2930000000000001	0.1936666666666667	0.15533333333333338	37.5
chr1	936941	936943	61	14	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	37.5
chr1	925760	925762	50	27	0.16599999999999998	0.2593333333333333	0.16066666666666668	0.124	0.124	0.2593333333333333	0.1775	0.15075	38.5
chr1	935078	935080	42	35	0.10833333333333334	0.11666666666666665	0.3005000000000001	0.2576666666666667	0.10833333333333334	0.3005000000000001	0.1957916666666667	0.15206250000000002	38.5
chr1	924130	924132	52	26	0.25	0.125	0.12633333333333333	0.1875	0.125	0.25	0.17220833333333332	0.14860416666666665	39.0
chr1	940939	940941	38	42	0.2806666666666667	0.21600000000000005	0.09266666666666667	0.21766666666666665	0.09266666666666667	0.2806666666666667	0.20175	0.14720833333333333	40.0
chr1	925754	925756	55	28	0.1403333333333333	0.218	0.11933333333333332	0.18333333333333326	0.11933333333333332	0.218	0.16524999999999998	0.14229166666666665	41.5
chr1	941420	941422	44	40	0.15233333333333335	0.16699999999999998	0.364	0.09633333333333333	0.09633333333333333	0.364	0.19491666666666668	0.145625	42.0
chr1	935441	935443	37	47	0.09966666666666664	0.2533333333333333	0.08166666666666668	0.378	0.08166666666666668	0.378	0.20316666666666666	0.14241666666666666	42.0
chr1	937940	937942	39	50	0.07600000000000008	0.2700000000000001	0.28166666666666673	0.17833333333333334	0.07600000000000008	0.28166666666666673	0.20150000000000004	0.13875000000000007	44.5
chr1	940622	940624	51	43	0.16766666666666666	0.295	0.08866666666666663	0.15099999999999994	0.08866666666666663	0.295	0.1755833333333333	0.13212499999999996	47.0
chr1	941426	941428	40	55	0.07166666666666667	0.19266666666666668	0.3953333333333333	0.13599999999999998	0.07166666666666667	0.3953333333333333	0.19891666666666666	0.13529166666666667	47.5
chr1	923774	923776	56	39	0.128	0.14066666666666666	0.09866666666666668	0.28800000000000003	0.09866666666666668	0.28800000000000003	0.16383333333333333	0.13125	47.5
chr1	939199	939201	32	64	0.18733333333333327	0.31416666666666665	0.2833333333333334	0.06300000000000006	0.06300000000000006	0.31416666666666665	0.21195833333333333	0.1374791666666667	48.0
chr1	925475	925477	64	36	0.2103333333333333	0.10199999999999998	0.20199999999999999	0.11566666666666668	0.10199999999999998	0.2103333333333333	0.1575	0.12974999999999998	50.0
chr1	936126	936128	53	48	0.1670000000000001	0.2270000000000001	0.08133333333333331	0.20400000000000013	0.08133333333333331	0.2270000000000001	0.1698333333333334	0.12558333333333335	50.5
chr1	931870	931872	57	45	0.25066666666666665	0.20800000000000002	0.08366666666666668	0.11099999999999992	0.08366666666666668	0.25066666666666665	0.1633333333333333	0.1235	51.0
chr1	933220	933222	72	31	0.16599999999999993	0.1426666666666666	0.17333333333333326	0.11566666666666647	0.11566666666666647	0.17333333333333326	0.14941666666666656	0.1325416666666665	51.5
chr1	925718	925720	71	32	0.131	0.21333333333333326	0.14	0.115	0.115	0.21333333333333326	0.14983333333333332	0.13241666666666665	51.5
chr1	925879	925881	47	60	0.3180000000000001	0.29566666666666663	0.095	0.065	0.065	0.3180000000000001	0.19341666666666668	0.12920833333333334	53.5
chr1	941111	941113	36	71	0.07233333333333335	0.05833333333333333	0.2576666666666667	0.4283333333333333	0.05833333333333333	0.4283333333333333	0.20416666666666666	0.13125	53.5
chr1	932956	932958	20	90	0.277	0.037000000000000144	0.33333333333333337	0.33333333333333337	0.037000000000000144	0.33333333333333337	0.24516666666666675	0.14108333333333345	55.0
chr1	939928	939930	70	41	0.2103333333333333	0.1663333333333333	0.094	0.13233333333333333	0.094	0.2103333333333333	0.15074999999999994	0.12237499999999997	55.5
chr1	924627	924629	26	85	0.265	0.375	0.04149999999999998	0.2085	0.04149999999999998	0.375	0.2225	0.132	55.5
chr1	941489	941491	58	54	0.21533333333333327	0.08533333333333334	0.2735	0.07233333333333332	0.07233333333333332	0.2735	0.16162500000000002	0.11697916666666666	56.0
chr1	923598	923600	48	66	0.2986666666666667	0.2716666666666667	0.12300000000000005	0.06133333333333334	0.06133333333333334	0.2986666666666667	0.18866666666666668	0.125	57.0
chr1	936947	936949	83	33	0.1333333333333333	0.1333333333333333	0.1333333333333333	0.11466666666666656	0.11466666666666656	0.1333333333333333	0.12866666666666662	0.12166666666666659	58.0
chr1	925771	925773	49	69	0.05866666666666659	0.24299999999999994	0.14733333333333332	0.26316666666666666	0.05866666666666659	0.26316666666666666	0.17804166666666665	0.11835416666666662	59.0
chr1	940576	940578	62	57	0.2503333333333333	0.06966666666666667	0.11633333333333333	0.20066666666666666	0.06966666666666667	0.2503333333333333	0.15925	0.11445833333333333	59.5
chr1	940911	940913	54	67	0.32033333333333336	0.06000000000000001	0.09300000000000001	0.19833333333333336	0.06000000000000001	0.32033333333333336	0.1679166666666667	0.11395833333333336	60.5
chr1	936225	936227	45	77	0.14066666666666666	0.5086666666666668	0.05099999999999999	0.07900000000000007	0.05099999999999999	0.5086666666666668	0.19483333333333336	0.12291666666666667	61.0
chr1	936208	936210	63	62	0.06333333333333335	0.3636666666666667	0.08466666666666668	0.121	0.06333333333333335	0.3636666666666667	0.15816666666666668	0.11075000000000002	62.5
chr1	924661	924663	43	84	0.3158333333333333	0.08316666666666668	0.04150000000000001	0.3415	0.04150000000000001	0.3415	0.1955	0.11850000000000001	63.5
chr1	926381	926383	68	61	0.15066666666666667	0.06400000000000006	0.20533333333333345	0.195	0.06400000000000006	0.20533333333333345	0.15375000000000005	0.10887500000000006	64.5
chr1	935894	935896	85	44	0.08700000000000002	0.1216666666666667	0.15699999999999992	0.1263333333333333	0.08700000000000002	0.15699999999999992	0.12299999999999997	0.105	64.5
chr1	941351	941353	74	56	0.07100000000000001	0.15800000000000006	0.21100000000000005	0.12699999999999995	0.07100000000000001	0.21100000000000005	0.14175	0.106375	65.0
chr1	940522	940524	78	52	0.1993333333333333	0.07333333333333332	0.10066666666666664	0.17000000000000004	0.07333333333333332	0.1993333333333333	0.1358333333333333	0.1045833333333333	65.0
chr1	924982	924984	30	102	0.3230000000000001	0.023000000000000048	0.423	0.08700000000000005	0.023000000000000048	0.423	0.21400000000000005	0.11850000000000005	66.0
chr1	940922	940924	59	76	0.3583333333333334	0.051333333333333335	0.06966666666666665	0.1613333333333333	0.051333333333333335	0.3583333333333334	0.16016666666666668	0.10575000000000001	67.5
chr1	923081	923083	91	46	0.1016666666666669	0.17500000000000016	0.11733333333333353	0.08266666666666678	0.08266666666666678	0.17500000000000016	0.11916666666666685	0.10091666666666682	68.5
chr1	941037	941039	35	106	0.26533333333333337	0.01733333333333334	0.3686666666666665	0.16833333333333333	0.01733333333333334	0.3686666666666665	0.20491666666666666	0.111125	70.5
chr1	929262	929264	89	58	0.1083333333333334	0.1106666666666668	0.19500000000000012	0.06766666666666676	0.06766666666666676	0.19500000000000012	0.12041666666666677	0.09404166666666677	73.5
chr1	928174	928176	88	59	0.06666666666666668	0.25	0.08333333333333333	0.08333333333333333	0.06666666666666668	0.25	0.12083333333333332	0.09375	73.5
chr1	935425	935427	80	70	0.18300000000000005	0.06966666666666678	0.22466666666666668	0.05833333333333335	0.05833333333333335	0.22466666666666668	0.1339166666666667	0.09612500000000003	75.0
chr1	938545	938547	67	86	0.2326666666666667	0.17700000000000005	0.16666666666666674	0.03966666666666674	0.03966666666666674	0.2326666666666667	0.15400000000000005	0.0968333333333334	76.5
chr1	935279	935281	60	93	0.2093333333333333	0.15433333333333327	0.03499999999999992	0.239	0.03499999999999992	0.239	0.15941666666666662	0.09720833333333327	76.5
chr1	924508	924510	103	53	0.08066666666666665	0.1	0.07283333333333335	0.15533333333333332	0.07283333333333335	0.15533333333333332	0.10220833333333333	0.08752083333333334	78.0
chr1	940690	940692	82	75	0.21	0.151	0.051333333333333335	0.11	0.051333333333333335	0.21	0.13058333333333333	0.09095833333333334	78.5
chr1	940868	940870	77	81	0.26033333333333336	0.08333333333333333	0.15666666666666668	0.04533333333333335	0.04533333333333335	0.26033333333333336	0.13641666666666666	0.09087500000000001	79.0
chr1	924907	924909	28	131	0.12833333333333333	0.0020000000000000018	0.6211666666666666	0.12633333333333333	0.0020000000000000018	0.6211666666666666	0.2194583333333333	0.11072916666666666	79.5
chr1	925751	925753	98	65	0.06133333333333335	0.15199999999999994	0.125	0.09766666666666662	0.06133333333333335	0.15199999999999994	0.10899999999999996	0.08516666666666665	81.5
chr1	932800	932802	102	63	0.1379999999999999	0.10499999999999987	0.10599999999999987	0.06333333333333313	0.06333333333333313	0.1379999999999999	0.1030833333333332	0.08320833333333316	82.5
chr1	940591	940593	76	89	0.22433333333333333	0.03799999999999999	0.04566666666666665	0.2386666666666667	0.03799999999999999	0.2386666666666667	0.13666666666666666	0.08733333333333332	82.5
chr1	928188	928190	94	74	0.16666666666666666	0.06400000000000006	0.16666666666666666	0.05566666666666653	0.05566666666666653	0.16666666666666666	0.11324999999999998	0.08445833333333325	84.0
chr1	930910	930912	87	82	0.08899999999999998	0.16733333333333322	0.18333333333333326	0.04399999999999993	0.04399999999999993	0.18333333333333326	0.12091666666666663	0.08245833333333327	84.5
chr1	930069	930071	90	80	0.07533333333333336	0.04849999999999999	0.262	0.09349999999999993	0.04849999999999999	0.262	0.11983333333333332	0.08416666666666665	85.0
chr1	941347	941349	66	105	0.2593333333333333	0.01899999999999997	0.14066666666666666	0.19866666666666666	0.01899999999999997	0.2593333333333333	0.15441666666666665	0.0867083333333333	85.5
chr1	940680	940682	100	72	0.05833333333333333	0.22166666666666665	0.09266666666666667	0.058999999999999976	0.05833333333333333	0.22166666666666665	0.10791666666666666	0.08312499999999999	86.0
chr1	932254	932256	73	101	0.023666666666666614	0.15766666666666673	0.2235000000000001	0.17100000000000004	0.023666666666666614	0.2235000000000001	0.14395833333333335	0.08381249999999998	87.0
chr1	925444	925446	69	108	0.16366666666666665	0.09983333333333333	0.3333333333333333	0.016666666666666663	0.016666666666666663	0.3333333333333333	0.15337499999999998	0.08502083333333332	88.5
chr1	935203	935205	81	99	0.23066666666666666	0.10399999999999998	0.028666666666666674	0.16000000000000006	0.028666666666666674	0.23066666666666666	0.13083333333333336	0.07975000000000002	90.0
chr1	923624	923626	113	68	0.11933333333333335	0.10133333333333333	0.059333333333333314	0.06466666666666666	0.059333333333333314	0.11933333333333335	0.08616666666666667	0.07275	90.5
chr1	933035	933037	109	73	0.057333333333333236	0.05683333333333328	0.15733333333333333	0.11333333333333327	0.05683333333333328	0.15733333333333333	0.09620833333333327	0.07652083333333327	91.0
chr1	938184	938186	75	107	0.05933333333333341	0.3503333333333333	0.01699999999999996	0.12233333333333335	0.01699999999999996	0.3503333333333333	0.13724999999999998	0.07712499999999997	91.0
chr1	941157	941159	95	88	0.038000000000000006	0.065	0.09333333333333332	0.2506666666666667	0.038000000000000006	0.2506666666666667	0.11175000000000003	0.07487500000000002	91.5
chr1	923560	923562	92	91	0.036999999999999984	0.04	0.2266666666666667	0.16466666666666668	0.036999999999999984	0.2266666666666667	0.11708333333333334	0.07704166666666666	91.5
chr1	935247	935249	105	79	0.05666666666666675	0.22066666666666665	0.07699999999999996	0.05000000000000005	0.05000000000000005	0.22066666666666665	0.10108333333333333	0.07554166666666669	92.0
chr1	923858	923860	65	120	0.005666666666666667	0.2828333333333334	0.1663333333333333	0.16433333333333333	0.005666666666666667	0.2828333333333334	0.15479166666666666	0.08022916666666666	92.5
chr1	923871	923873	101	96	0.03333333333333333	0.0885	0.19433333333333333	0.105	0.03333333333333333	0.19433333333333333	0.10529166666666666	0.0693125	98.5
chr1	924195	924197	115	87	0.125	0.09633333333333333	0.08200000000000003	0.039	0.039	0.125	0.08558333333333333	0.06229166666666666	101.0
chr1	940684	940686	120	83	0.04433333333333332	0.15433333333333332	0.06733333333333334	0.043	0.043	0.15433333333333332	0.07725	0.060125	101.5
chr1	931764	931766	96	109	0.1673333333333334	0.18150000000000005	0.014666666666666715	0.08300000000000007	0.014666666666666715	0.18150000000000005	0.11162500000000006	0.06314583333333339	102.5
chr1	937711	937713	129	78	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	103.5
chr1	925489	925491	106	103	0.1663333333333334	0.022333333333333344	0.15566666666666668	0.05300000000000002	0.022333333333333344	0.1663333333333334	0.09933333333333336	0.06083333333333335	104.5
chr1	941381	941383	117	94	0.057	0.03466666666666668	0.14400000000000002	0.09533333333333337	0.03466666666666668	0.14400000000000002	0.08275000000000003	0.058708333333333355	105.5
chr1	935421	935423	79	132	0.0013333333333332975	0.13599999999999995	0.2683333333333333	0.13566666666666666	0.0013333333333332975	0.2683333333333333	0.1353333333333333	0.0683333333333333	105.5
chr1	941435	941437	97	115	0.10800000000000001	0.04466666666666669	0.2778333333333334	0.008666666666666656	0.008666666666666656	0.2778333333333334	0.10979166666666668	0.059229166666666666	106.0
chr1	924300	924302	84	129	0.0325	0.003500000000000003	0.29350000000000004	0.181	0.003500000000000003	0.29350000000000004	0.12762500000000002	0.06556250000000001	106.5
chr1	940624	940626	119	95	0.10433333333333332	0.033666666666666616	0.10666666666666663	0.07833333333333331	0.033666666666666616	0.10666666666666663	0.08074999999999996	0.05720833333333329	107.0
chr1	939606	939608	111	104	0.022333333333333427	0.16133333333333333	0.16133333333333333	0.019000000000000017	0.019000000000000017	0.16133333333333333	0.09100000000000004	0.05500000000000003	107.5
chr1	932336	932338	118	98	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.028999999999999918	0.028999999999999918	0.09999999999999998	0.08224999999999996	0.05562499999999994	108.0
chr1	933952	933954	93	123	0.19966666666666646	0.05566666666666653	0.0049999999999998926	0.2071666666666665	0.0049999999999998926	0.2071666666666665	0.11687499999999988	0.06093749999999989	108.0
chr1	936103	936105	99	117	0.09133333333333338	0.20183333333333334	0.00766666666666671	0.13299999999999995	0.00766666666666671	0.20183333333333334	0.10845833333333334	0.058062500000000024	108.0
chr1	925814	925816	124	92	0.07999999999999999	0.035333333333333355	0.08533333333333334	0.05283333333333337	0.035333333333333355	0.08533333333333334	0.06337500000000001	0.049354166666666685	108.0
chr1	939994	939996	86	135	0.0006666666666666765	0.30666666666666675	0.00933333333333336	0.172	0.0006666666666666765	0.30666666666666675	0.1221666666666667	0.06141666666666669	110.5
chr1	923234	923236	112	110	0.08366666666666672	0.014000000000000012	0.046666666666666634	0.20466666666666672	0.014000000000000012	0.20466666666666672	0.08725000000000002	0.05062500000000002	111.0
chr1	940085	940087	110	114	0.14	0.009666666666666657	0.05683333333333335	0.1686666666666667	0.009666666666666657	0.1686666666666667	0.09379166666666668	0.051729166666666666	112.0
chr1	938131	938133	130	97	0.030333333333333438	0.0355000000000002	0.06100000000000005	0.05700000000000016	0.030333333333333438	0.06100000000000005	0.04595833333333346	0.03814583333333345	113.5
chr1	924278	924280	104	125	0.21466666666666664	0.004333333333333314	0.17766666666666667	0.011499999999999995	0.004333333333333314	0.21466666666666664	0.10204166666666667	0.05318749999999999	114.5
chr1	936259	936261	108	122	0.005333333333333301	0.17599999999999993	0.09650000000000004	0.10699999999999987	0.005333333333333301	0.17599999999999993	0.09620833333333327	0.050770833333333286	115.0
chr1	939065	939067	131	100	0.025333333333333208	0.055666666666666635	0.055666666666666635	0.031333333333333324	0.025333333333333208	0.055666666666666635	0.04199999999999995	0.03366666666666658	115.5
chr1	926117	926119	114	118	0.006333333333333344	0.1333333333333333	0.12799999999999995	0.07633333333333334	0.006333333333333344	0.1333333333333333	0.086	0.04616666666666667	116.0
chr1	940571	940573	107	127	0.09633333333333338	0.13533333333333336	0.0036666666666666787	0.16000000000000006	0.0036666666666666787	0.16000000000000006	0.09883333333333336	0.05125000000000002	117.0
chr1	924790	924792	122	112	0.011333333333333348	0.012999999999999998	0.02099999999999999	0.2486666666666667	0.011333333333333348	0.2486666666666667	0.07350000000000001	0.04241666666666668	117.0
chr1	941359	941361	116	119	0.07466666666666666	0.007000000000000034	0.24900000000000005	0.0056666666666667104	0.0056666666666667104	0.24900000000000005	0.08408333333333337	0.04487500000000004	117.5
chr1	923694	923696	125	111	0.10866666666666666	0.09466666666666664	0.013999999999999985	0.0333333333333333	0.013999999999999985	0.10866666666666666	0.06266666666666665	0.038333333333333316	118.0
chr1	927374	927376	128	116	0.07466666666666655	0.008000000000000007	0.052333333333333336	0.07566666666666666	0.008000000000000007	0.07566666666666666	0.05266666666666664	0.030333333333333323	122.0
chr1	937868	937870	133	113	0.01100000000000012	0.06666666666666676	0.06666666666666676	0.01100000000000012	0.01100000000000012	0.06666666666666676	0.038833333333333435	0.024916666666666778	123.0
chr1	940557	940559	123	126	0.08133333333333334	0.0040000000000000036	0.016666666666666663	0.163	0.0040000000000000036	0.163	0.06625	0.035125	124.5
chr1	924905	924907	121	128	0.01666666666666665	0.003666666666666665	0.12966666666666665	0.15733333333333333	0.003666666666666665	0.15733333333333333	0.07683333333333332	0.040249999999999994	124.5
chr1	926928	926930	134	121	0.04166666666666663	0.04166666666666663	0.04166666666666663	0.005666666666666598	0.005666666666666598	0.04166666666666663	0.03266666666666662	0.01916666666666661	127.5
chr1	933177	933179	135	124	0.0139999999999999	0.004666666666666708	0.04166666666666663	0.04166666666666663	0.004666666666666708	0.04166666666666663	0.025499999999999967	0.015083333333333337	129.5
chr1	940724	940726	126	134	0.10966666666666673	0.0006666666666666765	0.0483333333333334	0.09133333333333336	0.0006666666666666765	0.10966666666666673	0.06250000000000004	0.03158333333333336	130.0
chr1	923608	923610	127	133	0.09966666666666664	0.01933333333333332	0.0010000000000000009	0.128	0.0010000000000000009	0.128	0.061999999999999986	0.03149999999999999	130.0
chr1	927934	927936	132	130	0.002666666666666484	0.0179999999999999	0.0946666666666668	0.04566666666666663	0.002666666666666484	0.0946666666666668	0.04024999999999995	0.021458333333333218	131.0
