chrom	start	end	B_cell-NK	B_cell-Naive CD8 T	B_cell-Naive CD4 T	B_cell-Mono	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr1	936939	936941	0.16666666666666666	0.14900000000000002	0.08333333333333326	0.16666666666666666	0.08333333333333326	0.16666666666666666	0.14141666666666666	0.11237499999999996
chr1	924804	924806	0.14899999999999994	0.181	0.09166666666666666	0.10766666666666667	0.09166666666666666	0.181	0.13233333333333333	0.11199999999999999
chr1	935596	935598	0.13766666666666666	0.022333333333333368	0.4356666666666667	0.1756666666666667	0.022333333333333368	0.4356666666666667	0.19283333333333336	0.10758333333333336
chr1	939769	939771	0.1965	0.10449999999999998	0.16883333333333336	0.07383333333333336	0.07383333333333336	0.1965	0.13591666666666669	0.10487500000000002
chr1	927942	927944	0.1033333333333334	0.1033333333333334	0.1033333333333334	0.1033333333333334	0.1033333333333334	0.1033333333333334	0.1033333333333334	0.1033333333333334
chr1	926072	926074	0.13333333333333336	0.07633333333333332	0.23400000000000004	0.07766666666666668	0.07633333333333332	0.23400000000000004	0.13033333333333336	0.10333333333333333
chr1	924766	924768	0.12466666666666665	0.2363333333333333	0.06999999999999998	0.107	0.06999999999999998	0.2363333333333333	0.13449999999999998	0.10224999999999998
chr1	930904	930906	0.18833333333333327	0.07433333333333336	0.08566666666666678	0.16166666666666665	0.07433333333333336	0.18833333333333327	0.12750000000000006	0.10091666666666671
chr1	925084	925086	0.4206666666666666	0.2023333333333333	0.01899999999999999	0.07199999999999998	0.01899999999999999	0.4206666666666666	0.17849999999999994	0.09874999999999996
chr1	929195	929197	0.0508333333333334	0.19433333333333336	0.19433333333333336	0.1426666666666666	0.0508333333333334	0.19433333333333336	0.14554166666666668	0.09818750000000004
chr1	939933	939935	0.22766666666666666	0.147	0.04966666666666672	0.15266666666666664	0.04966666666666672	0.22766666666666666	0.14425	0.09695833333333335
chr1	925557	925559	0.055666666666666656	0.21466666666666664	0.06899999999999999	0.2083333333333333	0.055666666666666656	0.21466666666666664	0.13691666666666666	0.09629166666666666
chr1	927399	927401	0.18833333333333327	0.15500000000000005	0.06433333333333335	0.10483333333333332	0.06433333333333335	0.18833333333333327	0.12812500000000002	0.09622916666666669
chr1	923217	923219	0.04466666666666663	0.12533333333333332	0.2793333333333333	0.13133333333333333	0.04466666666666663	0.2793333333333333	0.14516666666666664	0.09491666666666664
chr1	935587	935589	0.16433333333333333	0.017666666666666664	0.2836666666666667	0.2193333333333332	0.017666666666666664	0.2836666666666667	0.17124999999999996	0.09445833333333331
chr1	936091	936093	0.03516666666666668	0.17199999999999993	0.3696666666666667	0.034666666666666617	0.034666666666666617	0.3696666666666667	0.15287499999999998	0.0937708333333333
chr1	925122	925124	0.2425	0.05466666666666667	0.034333333333333334	0.2715	0.034333333333333334	0.2715	0.15075	0.09254166666666666
chr1	929556	929558	0.2843333333333334	0.08666666666666667	0.08333333333333337	0.056666666666666636	0.056666666666666636	0.2843333333333334	0.12775	0.09220833333333332
chr1	937802	937804	0.19999999999999984	0.03699999999999992	0.12199999999999987	0.22233333333333327	0.03699999999999992	0.22233333333333327	0.14533333333333326	0.09116666666666659
chr1	930967	930969	0.18900000000000008	0.023333333333333428	0.18200000000000005	0.2376666666666667	0.023333333333333428	0.2376666666666667	0.15800000000000006	0.09066666666666674
chr1	928218	928220	0.09466666666666668	0.1186666666666667	0.055666666666666635	0.21133333333333326	0.055666666666666635	0.21133333333333326	0.12008333333333332	0.08787499999999998
chr1	935825	935827	0.023333333333333317	0.2240000000000001	0.24366666666666664	0.11833333333333328	0.023333333333333317	0.24366666666666664	0.15233333333333332	0.08783333333333332
chr1	937736	937738	0.08199999999999996	0.207	0.04133333333333333	0.207	0.04133333333333333	0.207	0.1343333333333333	0.08783333333333332
chr1	924456	924458	0.09366666666666668	0.019333333333333327	0.13033333333333333	0.3766666666666667	0.019333333333333327	0.3766666666666667	0.15500000000000005	0.0871666666666667
chr1	923764	923766	0.042666666666666665	0.12366666666666667	0.14	0.2146666666666667	0.042666666666666665	0.2146666666666667	0.13025	0.08645833333333333
chr1	937037	937039	0.1326666666666667	0.07700000000000007	0.07700000000000007	0.09133333333333338	0.07700000000000007	0.1326666666666667	0.09450000000000006	0.08575000000000006
chr1	925578	925580	0.030999999999999993	0.18333333333333326	0.04533333333333333	0.3001666666666667	0.030999999999999993	0.3001666666666667	0.13995833333333332	0.08547916666666666
chr1	929507	929509	0.14633333333333332	0.07233333333333336	0.18299999999999994	0.055333333333333234	0.055333333333333234	0.18299999999999994	0.11424999999999995	0.0847916666666666
chr1	927755	927757	0.09400000000000007	0.05700000000000005	0.1263333333333333	0.15900000000000014	0.05700000000000005	0.15900000000000014	0.1090833333333334	0.08304166666666672
chr1	936060	936062	0.03899999999999992	0.07899999999999996	0.19133333333333336	0.19299999999999995	0.03899999999999992	0.19299999999999995	0.1255833333333333	0.08229166666666661
chr1	926997	926999	0.08333333333333326	0.05566666666666653	0.16666666666666666	0.13	0.05566666666666653	0.16666666666666666	0.1089166666666666	0.08229166666666657
chr1	925082	925084	0.03999999999999998	0.1706666666666666	0.0693333333333333	0.21499999999999994	0.03999999999999998	0.21499999999999994	0.12374999999999994	0.08187499999999996
chr1	923485	923487	0.2273333333333333	0.14300000000000002	0.015833333333333338	0.20333333333333334	0.015833333333333338	0.2273333333333333	0.147375	0.08160416666666667
chr1	930202	930204	0.04949999999999999	0.133	0.133	0.133	0.04949999999999999	0.133	0.112125	0.0808125
chr1	932087	932089	0.07700000000000007	0.13300000000000012	0.039333333333333435	0.21700000000000008	0.039333333333333435	0.21700000000000008	0.11658333333333346	0.07795833333333345
chr1	925380	925382	0.11633333333333333	0.1583333333333333	0.033	0.18233333333333326	0.033	0.18233333333333326	0.12249999999999996	0.07774999999999999
chr1	929899	929901	0.0578333333333334	0.09133333333333338	0.09933333333333336	0.09933333333333336	0.0578333333333334	0.09933333333333336	0.08695833333333339	0.0723958333333334
chr1	936453	936455	0.22233333333333327	0.033333333333333215	0.2379999999999997	0.01666666666666661	0.01666666666666661	0.2379999999999997	0.12758333333333322	0.07212499999999991
chr1	937106	937108	0.11366666666666655	0.11366666666666655	0.11366666666666655	0.04699999999999982	0.04699999999999982	0.11366666666666655	0.09699999999999988	0.07199999999999984
chr1	925482	925484	0.15066666666666664	0.12533333333333332	0.16099999999999995	0.024	0.024	0.16099999999999995	0.11525	0.069625
chr1	930198	930200	0.1110000000000001	0.06000000000000005	0.054333333333333456	0.1110000000000001	0.054333333333333456	0.1110000000000001	0.08408333333333343	0.06920833333333344
chr1	926021	926023	0.06400000000000003	0.049333333333333326	0.16999999999999998	0.06333333333333334	0.049333333333333326	0.16999999999999998	0.08666666666666667	0.068
chr1	925535	925537	0.00866666666666667	0.05600000000000002	0.2303333333333333	0.209	0.00866666666666667	0.2303333333333333	0.126	0.06733333333333333
chr1	939330	939332	0.1216666666666667	0.013666666666666716	0.17033333333333334	0.17033333333333334	0.013666666666666716	0.17033333333333334	0.11900000000000002	0.06633333333333337
chr1	928158	928160	0.21366666666666667	0.11066666666666658	0.1293333333333333	0.014666666666666715	0.014666666666666715	0.21366666666666667	0.11708333333333333	0.06587500000000002
chr1	929310	929312	0.19899999999999995	0.028000000000000025	0.14600000000000002	0.04133333333333333	0.028000000000000025	0.19899999999999995	0.10358333333333332	0.06579166666666666
chr1	937137	937139	0.02733333333333321	0.10533333333333328	0.1383333333333333	0.1383333333333333	0.02733333333333321	0.1383333333333333	0.10233333333333328	0.06483333333333324
chr1	932325	932327	0.1483333333333332	0.012666666666666604	0.20333333333333325	0.10266666666666656	0.012666666666666604	0.20333333333333325	0.11674999999999992	0.06470833333333326
chr1	924763	924765	0.10166666666666667	0.249	0.0373333333333333	0.025666666666666667	0.025666666666666667	0.249	0.10341666666666667	0.06454166666666666
chr1	937680	937682	0.19099999999999995	0.032333333333333325	0.10333333333333328	0.05966666666666665	0.032333333333333325	0.19099999999999995	0.0965833333333333	0.06445833333333331
chr1	924355	924357	0.0866666666666667	0.1771666666666667	0.010333333333333332	0.1861666666666667	0.010333333333333332	0.1861666666666667	0.11508333333333336	0.06270833333333334
chr1	927663	927665	0.17600000000000005	0.1083333333333334	0.027666666666666728	0.06499999999999995	0.027666666666666728	0.17600000000000005	0.09425000000000004	0.060958333333333385
chr1	924778	924780	0.007666666666666669	0.19299999999999995	0.15266666666666662	0.10216666666666667	0.007666666666666669	0.19299999999999995	0.11387499999999998	0.06077083333333332
chr1	929905	929907	0.2736666666666666	0.06399999999999995	0.023666666666666614	0.023666666666666614	0.023666666666666614	0.2736666666666666	0.09624999999999996	0.05995833333333329
chr1	939410	939412	0.11333333333333352	0.01866666666666672	0.08733333333333347	0.17433333333333345	0.01866666666666672	0.17433333333333345	0.0984166666666668	0.05854166666666676
chr1	929619	929621	0.14833333333333332	0.0183333333333332	0.17366666666666666	0.053333333333333344	0.0183333333333332	0.17366666666666666	0.09841666666666662	0.05837499999999991
chr1	929368	929370	0.122	0.03966666666666674	0.03966666666666674	0.10166666666666667	0.03966666666666674	0.122	0.07575000000000004	0.05770833333333339
chr1	936734	936736	0.056666666666666636	0.056666666666666636	0.056666666666666636	0.056666666666666636	0.056666666666666636	0.056666666666666636	0.056666666666666636	0.056666666666666636
chr1	939333	939335	0.05866666666666676	0.07066666666666667	0.10599999999999997	0.042666666666666735	0.042666666666666735	0.10599999999999997	0.06950000000000002	0.056083333333333374
chr1	924317	924319	0.08133333333333334	0.03333333333333334	0.04733333333333334	0.15233333333333332	0.03333333333333334	0.15233333333333332	0.07858333333333334	0.05595833333333334
chr1	929628	929630	0.042333333333333216	0.05366666666666653	0.08933333333333326	0.08933333333333326	0.042333333333333216	0.08933333333333326	0.06866666666666657	0.0554999999999999
chr1	938477	938479	0.2963333333333333	0.053333333333333344	0.002666666666666706	0.07099999999999995	0.002666666666666706	0.2963333333333333	0.10583333333333332	0.054250000000000013
chr1	924376	924378	0.1925000000000001	0.14350000000000004	0.0060000000000000045	0.0606666666666667	0.0060000000000000045	0.1925000000000001	0.1006666666666667	0.05333333333333335
chr1	938070	938072	0.09700000000000007	0.09700000000000007	0.03100000000000014	0.06933333333333336	0.03100000000000014	0.09700000000000007	0.07358333333333343	0.052291666666666785
chr1	932489	932491	0.1333333333333333	0.08899999999999998	0.07833333333333325	0.023333333333333317	0.023333333333333317	0.1333333333333333	0.08099999999999996	0.05216666666666664
chr1	928749	928751	0.08466666666666668	0.08466666666666668	0.029000000000000026	0.08466666666666668	0.029000000000000026	0.08466666666666668	0.07075000000000002	0.049875000000000023
chr1	923741	923743	0.07400000000000002	0.1293333333333333	0.01266666666666666	0.12766666666666665	0.01266666666666666	0.1293333333333333	0.08591666666666667	0.049291666666666664
chr1	923070	923072	0.008000000000000007	0.05400000000000005	0.19333333333333336	0.08200000000000007	0.008000000000000007	0.19333333333333336	0.08433333333333337	0.04616666666666669
chr1	937113	937115	0.06666666666666676	0.06666666666666676	0.06666666666666676	0.03333333333333344	0.03333333333333344	0.06666666666666676	0.058333333333333424	0.045833333333333434
chr1	937704	937706	0.08333333333333337	0.08333333333333337	0.08333333333333337	0.021333333333333315	0.021333333333333315	0.08333333333333337	0.06783333333333336	0.044583333333333336
chr1	927015	927017	0.07066666666666678	0.0451666666666668	0.07066666666666678	0.033666666666666845	0.033666666666666845	0.07066666666666678	0.0550416666666668	0.04435416666666682
chr1	923824	923826	0.00999999999999998	0.006499999999999992	0.2005	0.11100000000000004	0.006499999999999992	0.2005	0.08199999999999999	0.04424999999999999
chr1	928734	928736	0.06666666666666676	0.02500000000000013	0.06666666666666676	0.06666666666666676	0.02500000000000013	0.06666666666666676	0.056250000000000105	0.04062500000000012
chr1	67182	67184	0.09999999999999998	0.09999999999999998	0.004666666666666597	0.09999999999999998	0.004666666666666597	0.09999999999999998	0.07616666666666662	0.04041666666666661
chr1	932475	932477	0.10233333333333328	0.0239999999999998	0.10233333333333328	0.0183333333333332	0.0183333333333332	0.10233333333333328	0.06174999999999989	0.040041666666666545
chr1	933302	933304	0.07366666666666666	0.032333333333333325	0.03200000000000003	0.036666666666666736	0.03200000000000003	0.07366666666666666	0.04366666666666669	0.03783333333333336
chr1	928775	928777	0.08766666666666667	0.005333333333333412	0.08766666666666667	0.08766666666666667	0.005333333333333412	0.08766666666666667	0.06708333333333336	0.036208333333333384
chr1	935652	935654	0.020333333333333314	0.11133333333333327	0.124	0.006333333333333302	0.006333333333333302	0.124	0.06549999999999997	0.03591666666666664
chr1	936438	936440	0.08233333333333326	0.04899999999999993	0.015666666666666496	0.05266666666666664	0.015666666666666496	0.08233333333333326	0.04991666666666658	0.03279166666666654
chr1	927090	927092	0.0006666666666667043	0.1073333333333334	0.06566666666666676	0.07500000000000008	0.0006666666666667043	0.1073333333333334	0.062166666666666724	0.03141666666666672
chr1	928690	928692	0.02316666666666678	0.03600000000000003	0.06233333333333346	0.03633333333333344	0.02316666666666678	0.06233333333333346	0.03945833333333343	0.031312500000000104
chr1	929498	929500	0.011666666666666605	0.039999999999999925	0.023666666666666725	0.10066666666666667	0.011666666666666605	0.10066666666666667	0.043999999999999984	0.027833333333333293
chr1	939034	939036	0.02100000000000002	0.045333333333333226	0.04949999999999999	0.02166666666666661	0.02100000000000002	0.04949999999999999	0.03437499999999996	0.02768749999999999
chr1	923053	923055	0.01866666666666661	0.05000000000000005	0.10199999999999998	0.009333333333333305	0.009333333333333305	0.10199999999999998	0.044999999999999984	0.027166666666666645
chr1	932355	932357	0.1110000000000001	0.001000000000000112	0.055500000000000105	0.027666666666666728	0.001000000000000112	0.1110000000000001	0.04879166666666676	0.024895833333333436
chr1	937708	937710	0.013666666666666605	0.04133333333333333	0.04133333333333333	0.04133333333333333	0.013666666666666605	0.04133333333333333	0.03441666666666665	0.024041666666666628
chr1	925634	925636	0.03366666666666665	0.03266666666666665	0.0069999999999999785	0.07883333333333331	0.0069999999999999785	0.07883333333333331	0.03804166666666665	0.022520833333333313
chr1	930319	930321	0.03499999999999992	0.03533333333333322	0.03066666666666662	0.008666666666666711	0.008666666666666711	0.03533333333333322	0.027416666666666617	0.018041666666666664
