chrom	start	end	Mono-B_cell	Mono-Naive CD4 T	Mono-NK	Mono-Naive CD8 T	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2	Minimum delta rank	Average delta rank	(Minimum delta rank+Average delta rank)/2
chr1	925796	925798	0.29999999999999993	0.16766666666666669	0.13433333333333336	0.38616666666666666	0.13433333333333336	0.38616666666666666	0.24704166666666666	0.1906875	23.0	18.0	20.5
chr1	936165	936167	0.2730000000000001	0.4323333333333334	0.15633333333333338	0.13266666666666665	0.13266666666666665	0.4323333333333334	0.24858333333333335	0.190625	25.0	16.0	20.5
chr1	935270	935272	0.16166666666666665	0.21100000000000002	0.18566666666666665	0.3296666666666668	0.16166666666666665	0.3296666666666668	0.22200000000000006	0.19183333333333336	14.0	28.0	21.0
chr1	935185	935187	0.24	0.31066666666666665	0.13733333333333336	0.2873333333333333	0.13733333333333336	0.31066666666666665	0.2438333333333333	0.19058333333333333	21.0	22.0	21.5
chr1	939846	939848	0.21900000000000008	0.18433333333333327	0.17466666666666664	0.2643333333333333	0.17466666666666664	0.2643333333333333	0.21058333333333332	0.192625	11.0	34.0	22.5
chr1	939964	939966	0.10866666666666662	0.4600000000000001	0.09966666666666668	0.461	0.09966666666666668	0.461	0.2823333333333333	0.191	39.0	9.0	24.0
chr1	935811	935813	0.12633333333333335	0.1746666666666667	0.21833333333333327	0.4053333333333334	0.12633333333333335	0.4053333333333334	0.2311666666666667	0.17875000000000002	26.0	24.0	25.0
chr1	935218	935220	0.2636666666666666	0.206	0.19766666666666668	0.15733333333333335	0.15733333333333335	0.2636666666666666	0.20616666666666664	0.18175	16.0	35.0	25.5
chr1	925832	925834	0.3726666666666667	0.16649999999999998	0.17866666666666667	0.13766666666666666	0.13766666666666666	0.3726666666666667	0.213875	0.17577083333333332	20.0	32.0	26.0
chr1	940088	940090	0.22233333333333333	0.21100000000000002	0.3055	0.134	0.134	0.3055	0.21820833333333334	0.17610416666666667	24.0	30.0	27.0
chr1	929280	929282	0.10099999999999998	0.3566666666666667	0.30366666666666675	0.14766666666666672	0.10099999999999998	0.3566666666666667	0.22725000000000006	0.16412500000000002	38.0	25.0	31.5
chr1	935505	935507	0.4456666666666667	0.2063333333333333	0.08099999999999999	0.2783333333333333	0.08099999999999999	0.4456666666666667	0.2528333333333333	0.16691666666666666	50.0	14.0	32.0
chr1	935238	935240	0.1826666666666666	0.123	0.11699999999999988	0.3653333333333333	0.11699999999999988	0.3653333333333333	0.19699999999999995	0.15699999999999992	31.0	42.0	36.5
chr1	927421	927423	0.07533333333333325	0.2356666666666665	0.3879999999999999	0.254	0.07533333333333325	0.3879999999999999	0.23824999999999996	0.1567916666666666	52.0	23.0	37.5
chr1	935542	935544	0.11700000000000005	0.2930000000000001	0.17800000000000002	0.18666666666666665	0.11700000000000005	0.2930000000000001	0.1936666666666667	0.15533333333333338	30.0	47.0	38.5
chr1	936941	936943	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	0.15933333333333322	15.0	62.0	38.5
chr1	935078	935080	0.10833333333333334	0.11666666666666665	0.3005000000000001	0.2576666666666667	0.10833333333333334	0.3005000000000001	0.1957916666666667	0.15206250000000002	36.0	43.0	39.5
chr1	925760	925762	0.16599999999999998	0.2593333333333333	0.16066666666666668	0.124	0.124	0.2593333333333333	0.1775	0.15075	28.0	51.0	39.5
chr1	924130	924132	0.25	0.125	0.12633333333333333	0.1875	0.125	0.25	0.17220833333333332	0.14860416666666665	27.0	53.0	40.0
chr1	940939	940941	0.2806666666666667	0.21600000000000005	0.09266666666666667	0.21766666666666665	0.09266666666666667	0.2806666666666667	0.20175	0.14720833333333333	43.0	39.0	41.0
chr1	925754	925756	0.1403333333333333	0.218	0.11933333333333332	0.18333333333333326	0.11933333333333332	0.218	0.16524999999999998	0.14229166666666665	29.0	56.0	42.5
chr1	941420	941422	0.15233333333333335	0.16699999999999998	0.364	0.09633333333333333	0.09633333333333333	0.364	0.19491666666666668	0.145625	41.0	45.0	43.0
chr1	935441	935443	0.09966666666666664	0.2533333333333333	0.08166666666666668	0.378	0.08166666666666668	0.378	0.20316666666666666	0.14241666666666666	48.0	38.0	43.0
chr1	937940	937942	0.07600000000000008	0.2700000000000001	0.28166666666666673	0.17833333333333334	0.07600000000000008	0.28166666666666673	0.20150000000000004	0.13875000000000007	51.0	40.0	45.5
chr1	940622	940624	0.16766666666666666	0.295	0.08866666666666663	0.15099999999999994	0.08866666666666663	0.295	0.1755833333333333	0.13212499999999996	44.0	52.0	48.0
chr1	941426	941428	0.07166666666666667	0.19266666666666668	0.3953333333333333	0.13599999999999998	0.07166666666666667	0.3953333333333333	0.19891666666666666	0.13529166666666667	56.0	41.0	48.5
chr1	923774	923776	0.128	0.14066666666666666	0.09866666666666668	0.28800000000000003	0.09866666666666668	0.28800000000000003	0.16383333333333333	0.13125	40.0	57.0	48.5
chr1	939199	939201	0.18733333333333327	0.31416666666666665	0.2833333333333334	0.06300000000000006	0.06300000000000006	0.31416666666666665	0.21195833333333333	0.1374791666666667	65.0	33.0	49.0
chr1	925475	925477	0.2103333333333333	0.10199999999999998	0.20199999999999999	0.11566666666666668	0.10199999999999998	0.2103333333333333	0.1575	0.12974999999999998	37.0	65.0	51.0
chr1	936126	936128	0.1670000000000001	0.2270000000000001	0.08133333333333331	0.20400000000000013	0.08133333333333331	0.2270000000000001	0.1698333333333334	0.12558333333333335	49.0	54.0	51.5
chr1	931870	931872	0.25066666666666665	0.20800000000000002	0.08366666666666668	0.11099999999999992	0.08366666666666668	0.25066666666666665	0.1633333333333333	0.1235	46.0	58.0	52.0
chr1	933220	933222	0.16599999999999993	0.1426666666666666	0.17333333333333326	0.11566666666666647	0.11566666666666647	0.17333333333333326	0.14941666666666656	0.1325416666666665	32.0	73.0	52.5
chr1	925718	925720	0.131	0.21333333333333326	0.14	0.115	0.115	0.21333333333333326	0.14983333333333332	0.13241666666666665	33.0	72.0	52.5
chr1	941111	941113	0.07233333333333335	0.05833333333333333	0.2576666666666667	0.4283333333333333	0.05833333333333333	0.4283333333333333	0.20416666666666666	0.13125	72.0	37.0	54.5
chr1	925879	925881	0.3180000000000001	0.29566666666666663	0.095	0.065	0.065	0.3180000000000001	0.19341666666666668	0.12920833333333334	61.0	48.0	54.5
chr1	932956	932958	0.277	0.037000000000000144	0.33333333333333337	0.33333333333333337	0.037000000000000144	0.33333333333333337	0.24516666666666675	0.14108333333333345	88.0	21.0	54.5
chr1	924627	924629	0.265	0.375	0.04149999999999998	0.2085	0.04149999999999998	0.375	0.2225	0.132	83.0	27.0	55.0
chr1	939928	939930	0.2103333333333333	0.1663333333333333	0.094	0.13233333333333333	0.094	0.2103333333333333	0.15074999999999994	0.12237499999999997	42.0	71.0	56.5
chr1	941489	941491	0.21533333333333327	0.08533333333333334	0.2735	0.07233333333333332	0.07233333333333332	0.2735	0.16162500000000002	0.11697916666666666	55.0	59.0	57.0
chr1	923598	923600	0.2986666666666667	0.2716666666666667	0.12300000000000005	0.06133333333333334	0.06133333333333334	0.2986666666666667	0.18866666666666668	0.125	67.0	49.0	58.0
chr1	936947	936949	0.1333333333333333	0.1333333333333333	0.1333333333333333	0.11466666666666656	0.11466666666666656	0.1333333333333333	0.12866666666666662	0.12166666666666659	34.0	84.0	59.0
chr1	925771	925773	0.05866666666666659	0.24299999999999994	0.14733333333333332	0.26316666666666666	0.05866666666666659	0.26316666666666666	0.17804166666666665	0.11835416666666662	70.0	50.0	60.0
chr1	940576	940578	0.2503333333333333	0.06966666666666667	0.11633333333333333	0.20066666666666666	0.06966666666666667	0.2503333333333333	0.15925	0.11445833333333333	58.0	63.0	60.5
chr1	936225	936227	0.14066666666666666	0.5086666666666668	0.05099999999999999	0.07900000000000007	0.05099999999999999	0.5086666666666668	0.19483333333333336	0.12291666666666667	76.0	46.0	61.0
chr1	940911	940913	0.32033333333333336	0.06000000000000001	0.09300000000000001	0.19833333333333336	0.06000000000000001	0.32033333333333336	0.1679166666666667	0.11395833333333336	68.0	55.0	61.5
chr1	924661	924663	0.3158333333333333	0.08316666666666668	0.04150000000000001	0.3415	0.04150000000000001	0.3415	0.1955	0.11850000000000001	82.0	44.0	63.0
chr1	936208	936210	0.06333333333333335	0.3636666666666667	0.08466666666666668	0.121	0.06333333333333335	0.3636666666666667	0.15816666666666668	0.11075000000000002	63.0	64.0	63.5
chr1	935894	935896	0.08700000000000002	0.1216666666666667	0.15699999999999992	0.1263333333333333	0.08700000000000002	0.15699999999999992	0.12299999999999997	0.105	45.0	86.0	65.5
chr1	926381	926383	0.15066666666666667	0.06400000000000006	0.20533333333333345	0.195	0.06400000000000006	0.20533333333333345	0.15375000000000005	0.10887500000000006	62.0	69.0	65.5
chr1	924982	924984	0.3230000000000001	0.023000000000000048	0.423	0.08700000000000005	0.023000000000000048	0.423	0.21400000000000005	0.11850000000000005	100.0	31.0	65.5
chr1	941351	941353	0.07100000000000001	0.15800000000000006	0.21100000000000005	0.12699999999999995	0.07100000000000001	0.21100000000000005	0.14175	0.106375	57.0	75.0	66.0
chr1	940522	940524	0.1993333333333333	0.07333333333333332	0.10066666666666664	0.17000000000000004	0.07333333333333332	0.1993333333333333	0.1358333333333333	0.1045833333333333	53.0	79.0	66.0
chr1	940922	940924	0.3583333333333334	0.051333333333333335	0.06966666666666665	0.1613333333333333	0.051333333333333335	0.3583333333333334	0.16016666666666668	0.10575000000000001	75.0	60.0	67.5
chr1	923081	923083	0.1016666666666669	0.17500000000000016	0.11733333333333353	0.08266666666666678	0.08266666666666678	0.17500000000000016	0.11916666666666685	0.10091666666666682	47.0	92.0	69.5
chr1	941037	941039	0.26533333333333337	0.01733333333333334	0.3686666666666665	0.16833333333333333	0.01733333333333334	0.3686666666666665	0.20491666666666666	0.111125	104.0	36.0	70.0
chr1	929262	929264	0.1083333333333334	0.1106666666666668	0.19500000000000012	0.06766666666666676	0.06766666666666676	0.19500000000000012	0.12041666666666677	0.09404166666666677	59.0	90.0	74.5
chr1	928174	928176	0.06666666666666668	0.25	0.08333333333333333	0.08333333333333333	0.06666666666666668	0.25	0.12083333333333332	0.09375	60.0	89.0	74.5
chr1	935425	935427	0.18300000000000005	0.06966666666666678	0.22466666666666668	0.05833333333333335	0.05833333333333335	0.22466666666666668	0.1339166666666667	0.09612500000000003	71.0	81.0	76.0
chr1	935279	935281	0.2093333333333333	0.15433333333333327	0.03499999999999992	0.239	0.03499999999999992	0.239	0.15941666666666662	0.09720833333333327	91.0	61.0	76.0
chr1	938545	938547	0.2326666666666667	0.17700000000000005	0.16666666666666674	0.03966666666666674	0.03966666666666674	0.2326666666666667	0.15400000000000005	0.0968333333333334	84.0	68.0	76.0
chr1	940868	940870	0.26033333333333336	0.08333333333333333	0.15666666666666668	0.04533333333333335	0.04533333333333335	0.26033333333333336	0.13641666666666666	0.09087500000000001	79.0	78.0	78.5
chr1	924508	924510	0.08066666666666665	0.1	0.07283333333333335	0.15533333333333332	0.07283333333333335	0.15533333333333332	0.10220833333333333	0.08752083333333334	54.0	104.0	79.0
chr1	924907	924909	0.12833333333333333	0.0020000000000000018	0.6211666666666666	0.12633333333333333	0.0020000000000000018	0.6211666666666666	0.2194583333333333	0.11072916666666666	129.0	29.0	79.0
chr1	940690	940692	0.21	0.151	0.051333333333333335	0.11	0.051333333333333335	0.21	0.13058333333333333	0.09095833333333334	75.0	83.0	79.0
chr1	940591	940593	0.22433333333333333	0.03799999999999999	0.04566666666666665	0.2386666666666667	0.03799999999999999	0.2386666666666667	0.13666666666666666	0.08733333333333332	87.0	77.0	82.0
chr1	925751	925753	0.06133333333333335	0.15199999999999994	0.125	0.09766666666666662	0.06133333333333335	0.15199999999999994	0.10899999999999996	0.08516666666666665	66.0	99.0	82.5
chr1	932800	932802	0.1379999999999999	0.10499999999999987	0.10599999999999987	0.06333333333333313	0.06333333333333313	0.1379999999999999	0.1030833333333332	0.08320833333333316	64.0	103.0	83.5
chr1	930910	930912	0.08899999999999998	0.16733333333333322	0.18333333333333326	0.04399999999999993	0.04399999999999993	0.18333333333333326	0.12091666666666663	0.08245833333333327	80.0	88.0	84.0
chr1	930069	930071	0.07533333333333336	0.04849999999999999	0.262	0.09349999999999993	0.04849999999999999	0.262	0.11983333333333332	0.08416666666666665	78.0	91.0	84.5
chr1	928188	928190	0.16666666666666666	0.06400000000000006	0.16666666666666666	0.05566666666666653	0.05566666666666653	0.16666666666666666	0.11324999999999998	0.08445833333333325	74.0	95.0	84.5
chr1	941347	941349	0.2593333333333333	0.01899999999999997	0.14066666666666666	0.19866666666666666	0.01899999999999997	0.2593333333333333	0.15441666666666665	0.0867083333333333	103.0	67.0	85.0
chr1	932254	932256	0.023666666666666614	0.15766666666666673	0.2235000000000001	0.17100000000000004	0.023666666666666614	0.2235000000000001	0.14395833333333335	0.08381249999999998	99.0	74.0	86.5
chr1	940680	940682	0.05833333333333333	0.22166666666666665	0.09266666666666667	0.058999999999999976	0.05833333333333333	0.22166666666666665	0.10791666666666666	0.08312499999999999	72.0	101.0	86.5
chr1	925444	925446	0.16366666666666665	0.09983333333333333	0.3333333333333333	0.016666666666666663	0.016666666666666663	0.3333333333333333	0.15337499999999998	0.08502083333333332	106.0	70.0	88.0
chr1	935203	935205	0.23066666666666666	0.10399999999999998	0.028666666666666674	0.16000000000000006	0.028666666666666674	0.23066666666666666	0.13083333333333336	0.07975000000000002	97.0	82.0	89.5
chr1	938184	938186	0.05933333333333341	0.3503333333333333	0.01699999999999996	0.12233333333333335	0.01699999999999996	0.3503333333333333	0.13724999999999998	0.07712499999999997	105.0	76.0	90.5
chr1	923624	923626	0.11933333333333335	0.10133333333333333	0.059333333333333314	0.06466666666666666	0.059333333333333314	0.11933333333333335	0.08616666666666667	0.07275	69.0	113.0	91.0
chr1	923560	923562	0.036999999999999984	0.04	0.2266666666666667	0.16466666666666668	0.036999999999999984	0.2266666666666667	0.11708333333333334	0.07704166666666666	89.0	93.0	91.0
chr1	933035	933037	0.057333333333333236	0.05683333333333328	0.15733333333333333	0.11333333333333327	0.05683333333333328	0.15733333333333333	0.09620833333333327	0.07652083333333327	73.0	109.0	91.0
chr1	941157	941159	0.038000000000000006	0.065	0.09333333333333332	0.2506666666666667	0.038000000000000006	0.2506666666666667	0.11175000000000003	0.07487500000000002	86.0	96.0	91.0
chr1	935247	935249	0.05666666666666675	0.22066666666666665	0.07699999999999996	0.05000000000000005	0.05000000000000005	0.22066666666666665	0.10108333333333333	0.07554166666666669	77.0	106.0	91.5
chr1	923858	923860	0.005666666666666667	0.2828333333333334	0.1663333333333333	0.16433333333333333	0.005666666666666667	0.2828333333333334	0.15479166666666666	0.08022916666666666	118.0	66.0	92.0
chr1	923871	923873	0.03333333333333333	0.0885	0.19433333333333333	0.105	0.03333333333333333	0.19433333333333333	0.10529166666666666	0.0693125	94.0	102.0	98.0
chr1	924195	924197	0.125	0.09633333333333333	0.08200000000000003	0.039	0.039	0.125	0.08558333333333333	0.06229166666666666	85.0	115.0	100.0
chr1	940684	940686	0.04433333333333332	0.15433333333333332	0.06733333333333334	0.043	0.043	0.15433333333333332	0.07725	0.060125	81.0	120.0	100.5
chr1	931764	931766	0.1673333333333334	0.18150000000000005	0.014666666666666715	0.08300000000000007	0.014666666666666715	0.18150000000000005	0.11162500000000006	0.06314583333333339	107.0	97.0	102.0
chr1	937711	937713	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	0.05000000000000005	77.0	129.0	103.0
chr1	925489	925491	0.1663333333333334	0.022333333333333344	0.15566666666666668	0.05300000000000002	0.022333333333333344	0.1663333333333334	0.09933333333333336	0.06083333333333335	101.0	107.0	104.0
chr1	941381	941383	0.057	0.03466666666666668	0.14400000000000002	0.09533333333333337	0.03466666666666668	0.14400000000000002	0.08275000000000003	0.058708333333333355	92.0	117.0	104.5
chr1	935421	935423	0.0013333333333332975	0.13599999999999995	0.2683333333333333	0.13566666666666666	0.0013333333333332975	0.2683333333333333	0.1353333333333333	0.0683333333333333	130.0	80.0	105.0
chr1	941435	941437	0.10800000000000001	0.04466666666666669	0.2778333333333334	0.008666666666666656	0.008666666666666656	0.2778333333333334	0.10979166666666668	0.059229166666666666	113.0	98.0	105.5
chr1	924300	924302	0.0325	0.003500000000000003	0.29350000000000004	0.181	0.003500000000000003	0.29350000000000004	0.12762500000000002	0.06556250000000001	127.0	85.0	106.0
chr1	940624	940626	0.10433333333333332	0.033666666666666616	0.10666666666666663	0.07833333333333331	0.033666666666666616	0.10666666666666663	0.08074999999999996	0.05720833333333329	93.0	119.0	106.0
chr1	939606	939608	0.022333333333333427	0.16133333333333333	0.16133333333333333	0.019000000000000017	0.019000000000000017	0.16133333333333333	0.09100000000000004	0.05500000000000003	102.0	111.0	106.5
chr1	932336	932338	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.028999999999999918	0.028999999999999918	0.09999999999999998	0.08224999999999996	0.05562499999999994	96.0	118.0	107.0
chr1	925814	925816	0.07999999999999999	0.035333333333333355	0.08533333333333334	0.05283333333333337	0.035333333333333355	0.08533333333333334	0.06337500000000001	0.049354166666666685	90.0	124.0	107.0
chr1	936103	936105	0.09133333333333338	0.20183333333333334	0.00766666666666671	0.13299999999999995	0.00766666666666671	0.20183333333333334	0.10845833333333334	0.058062500000000024	115.0	100.0	107.5
chr1	933952	933954	0.19966666666666646	0.05566666666666653	0.0049999999999998926	0.2071666666666665	0.0049999999999998926	0.2071666666666665	0.11687499999999988	0.06093749999999989	121.0	94.0	107.5
chr1	939994	939996	0.0006666666666666765	0.30666666666666675	0.00933333333333336	0.172	0.0006666666666666765	0.30666666666666675	0.1221666666666667	0.06141666666666669	132.0	87.0	109.5
chr1	923234	923236	0.08366666666666672	0.014000000000000012	0.046666666666666634	0.20466666666666672	0.014000000000000012	0.20466666666666672	0.08725000000000002	0.05062500000000002	108.0	112.0	110.0
chr1	940085	940087	0.14	0.009666666666666657	0.05683333333333335	0.1686666666666667	0.009666666666666657	0.1686666666666667	0.09379166666666668	0.051729166666666666	112.0	110.0	111.0
chr1	938131	938133	0.030333333333333438	0.0355000000000002	0.06100000000000005	0.05700000000000016	0.030333333333333438	0.06100000000000005	0.04595833333333346	0.03814583333333345	95.0	130.0	112.5
chr1	924278	924280	0.21466666666666664	0.004333333333333314	0.17766666666666667	0.011499999999999995	0.004333333333333314	0.21466666666666664	0.10204166666666667	0.05318749999999999	123.0	105.0	114.0
chr1	939065	939067	0.025333333333333208	0.055666666666666635	0.055666666666666635	0.031333333333333324	0.025333333333333208	0.055666666666666635	0.04199999999999995	0.03366666666666658	98.0	131.0	114.5
chr1	936259	936261	0.005333333333333301	0.17599999999999993	0.09650000000000004	0.10699999999999987	0.005333333333333301	0.17599999999999993	0.09620833333333327	0.050770833333333286	120.0	109.0	114.5
chr1	926117	926119	0.006333333333333344	0.1333333333333333	0.12799999999999995	0.07633333333333334	0.006333333333333344	0.1333333333333333	0.086	0.04616666666666667	116.0	114.0	115.0
chr1	924790	924792	0.011333333333333348	0.012999999999999998	0.02099999999999999	0.2486666666666667	0.011333333333333348	0.2486666666666667	0.07350000000000001	0.04241666666666668	110.0	122.0	116.0
chr1	940571	940573	0.09633333333333338	0.13533333333333336	0.0036666666666666787	0.16000000000000006	0.0036666666666666787	0.16000000000000006	0.09883333333333336	0.05125000000000002	125.0	108.0	116.5
chr1	941359	941361	0.07466666666666666	0.007000000000000034	0.24900000000000005	0.0056666666666667104	0.0056666666666667104	0.24900000000000005	0.08408333333333337	0.04487500000000004	117.0	116.0	116.5
chr1	923694	923696	0.10866666666666666	0.09466666666666664	0.013999999999999985	0.0333333333333333	0.013999999999999985	0.10866666666666666	0.06266666666666665	0.038333333333333316	109.0	125.0	117.0
chr1	927374	927376	0.07466666666666655	0.008000000000000007	0.052333333333333336	0.07566666666666666	0.008000000000000007	0.07566666666666666	0.05266666666666664	0.030333333333333323	114.0	128.0	121.0
chr1	937868	937870	0.01100000000000012	0.06666666666666676	0.06666666666666676	0.01100000000000012	0.01100000000000012	0.06666666666666676	0.038833333333333435	0.024916666666666778	111.0	133.0	122.0
chr1	924905	924907	0.01666666666666665	0.003666666666666665	0.12966666666666665	0.15733333333333333	0.003666666666666665	0.15733333333333333	0.07683333333333332	0.040249999999999994	126.0	121.0	123.5
chr1	940557	940559	0.08133333333333334	0.0040000000000000036	0.016666666666666663	0.163	0.0040000000000000036	0.163	0.06625	0.035125	124.0	123.0	123.5
chr1	926928	926930	0.04166666666666663	0.04166666666666663	0.04166666666666663	0.005666666666666598	0.005666666666666598	0.04166666666666663	0.03266666666666662	0.01916666666666661	119.0	134.0	126.5
chr1	933177	933179	0.0139999999999999	0.004666666666666708	0.04166666666666663	0.04166666666666663	0.004666666666666708	0.04166666666666663	0.025499999999999967	0.015083333333333337	122.0	135.0	128.5
chr1	940724	940726	0.10966666666666673	0.0006666666666666765	0.0483333333333334	0.09133333333333336	0.0006666666666666765	0.10966666666666673	0.06250000000000004	0.03158333333333336	132.0	126.0	129.0
chr1	923608	923610	0.09966666666666664	0.01933333333333332	0.0010000000000000009	0.128	0.0010000000000000009	0.128	0.061999999999999986	0.03149999999999999	131.0	127.0	129.0
chr1	927934	927936	0.002666666666666484	0.0179999999999999	0.0946666666666668	0.04566666666666663	0.002666666666666484	0.0946666666666668	0.04024999999999995	0.021458333333333218	128.0	132.0	130.0
